Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,92832,72376,0.3128690615138547
STATEN ISLAND,Staten Island,F,Female,107057,85569,0.3495280070911267
QUEENS,Queens,M,Male,505615,361360,0.3272701809399815
QUEENS,Queens,F,Female,574041,421861,0.3623718335296159
MANHATTAN,Manhattan,M,Male,418383,323604,0.4237819120781486
MANHATTAN,Manhattan,F,Female,483827,383459,0.4522933306801382
BROOKLYN,Brooklyn,M,Male,449737,322046,0.2656719963966164
BROOKLYN,Brooklyn,F,Female,537202,397501,0.294945718994234
THE BRONX,Bronx,M,Male,224505,166780,0.2499911238686377
THE BRONX,Bronx,F,Female,277745,212393,0.28173432359519
%all%,%all%,M,Male,1691072,1246166,0.3132296840180724
%all%,%all%,F,Female,1979872,1500783,0.3443445909285149
