Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2689505134088719
Latino,Latino,STATEN ISLAND,Staten Island,0.1593595769152742
Black,Black,STATEN ISLAND,Staten Island,0.1496949562122541
Asian,Asian,STATEN ISLAND,Staten Island,0.3107694247652167
White,White,QUEENS,Queens,0.2443231003941259
Latino,Latino,QUEENS,Queens,0.1650548983746704
Black,Black,QUEENS,Queens,0.1441415378156061
Asian,Asian,QUEENS,Queens,0.3035188607662555
White,White,MANHATTAN,Manhattan,0.3347705067084639
Latino,Latino,MANHATTAN,Manhattan,0.2045623892322893
Black,Black,MANHATTAN,Manhattan,0.1883393193490803
Asian,Asian,MANHATTAN,Manhattan,0.2726017096711116
White,White,BROOKLYN,Brooklyn,0.2235822043629319
Latino,Latino,BROOKLYN,Brooklyn,0.1482682433916319
Black,Black,BROOKLYN,Brooklyn,0.1396503658730149
Asian,Asian,BROOKLYN,Brooklyn,0.2685293448973735
White,White,THE BRONX,Bronx,0.2656065510500195
Latino,Latino,THE BRONX,Bronx,0.1479748764133855
Black,Black,THE BRONX,Bronx,0.1526560660641025
Asian,Asian,THE BRONX,Bronx,0.2708451407967303
White,White,%all%,%all%,0.2687982952374714
Latino,Latino,%all%,%all%,0.1631598519023947
Black,Black,%all%,%all%,0.1493407537528362
Asian,Asian,%all%,%all%,0.2880440243426081
