Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3523411035246095
Latino,Latino,STATEN ISLAND,Staten Island,0.262156185834518
Black,Black,STATEN ISLAND,Staten Island,0.2380430160470894
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5735388944252302
White,White,QUEENS,Queens,0.3840053791011214
Latino,Latino,QUEENS,Queens,0.3393061322220758
Black,Black,QUEENS,Queens,0.243484212266671
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5841444108547258
White,White,MANHATTAN,Manhattan,0.5422064645239714
Latino,Latino,MANHATTAN,Manhattan,0.355941444715985
Black,Black,MANHATTAN,Manhattan,0.3223310595109345
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.630907828842538
White,White,BROOKLYN,Brooklyn,0.3503401794175517
Latino,Latino,BROOKLYN,Brooklyn,0.2827060922636707
Black,Black,BROOKLYN,Brooklyn,0.2399405226747442
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5788943938233594
White,White,THE BRONX,Bronx,0.3839863089182674
Latino,Latino,THE BRONX,Bronx,0.2452629489819056
Black,Black,THE BRONX,Bronx,0.2369471993071941
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4494947155849409
White,White,%all%,%all%,0.4139433015060538
Latino,Latino,%all%,%all%,0.2967473871405642
Black,Black,%all%,%all%,0.2490327781940227
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5837098607213436
