Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,85344,60356,0.3382419308841753
STATEN ISLAND,Staten Island,F,Female,99528,72529,0.372463638339139
QUEENS,Queens,M,Male,436127,283626,0.3245011712296462
QUEENS,Queens,F,Female,503576,337375,0.3569643725406343
MANHATTAN,Manhattan,M,Male,380653,253228,0.39036007667465
MANHATTAN,Manhattan,F,Female,445786,309165,0.4206042290834519
BROOKLYN,Brooklyn,M,Male,399176,248178,0.2703235316324165
BROOKLYN,Brooklyn,F,Female,484503,316164,0.2963772316334394
THE BRONX,Bronx,M,Male,197927,139689,0.2855766109637707
THE BRONX,Bronx,F,Female,248349,180115,0.3091427723196176
%all%,%all%,M,Male,1499227,985077,0.3169074700460173
%all%,%all%,F,Female,1781742,1215348,0.3448491233285869
