Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-20,5/20,18105,18105
2021-05-19,5/19,41495,41495
2021-05-18,5/18,49515,49515
2021-05-17,5/17,46575,46575
2021-05-16,5/16,28426,28426
2021-05-15,5/15,59489,59489
2021-05-14,5/14,68803,68803
2021-05-13,5/13,61548,61548
2021-05-12,5/12,53788,53788
2021-05-11,5/11,58758,58758
2021-05-10,5/10,52635,52635
2021-05-09,5/9,36593,36593
2021-05-08,5/8,57265,57265
2021-05-07,5/7,71883,71883
2021-05-06,5/6,68813,68813
2021-05-05,5/5,67136,67136
2021-05-04,5/4,76377,76377
2021-05-03,5/3,71425,71425
2021-05-02,5/2,49204,49204
2021-05-01,5/1,66193,66193
2021-04-30,4/30,69382,69382
2021-04-29,4/29,70819,70819
2021-04-28,4/28,68264,68264
2021-04-27,4/27,62618,62618
2021-04-26,4/26,53343,53343
2021-04-25,4/25,39620,39620
2021-04-24,4/24,67397,67397
2021-04-23,4/23,74411,74411
2021-04-22,4/22,77840,77840
2021-04-21,4/21,73499,73499
2021-04-20,4/20,72565,72565
2021-04-19,4/19,69134,69134
2021-04-18,4/18,47157,47157
2021-04-17,4/17,76524,76524
2021-04-16,4/16,90337,90337
2021-04-15,4/15,92585,92585
2021-04-14,4/14,87073,87073
2021-04-13,4/13,83458,83458
2021-04-12,4/12,86275,86275
2021-04-11,4/11,69834,69834
2021-04-10,4/10,93868,93868
2021-04-09,4/9,113796,113796
2021-04-08,4/8,116278,116278
2021-04-07,4/7,105031,105031
2021-04-06,4/6,97687,97687
2021-04-05,4/5,84492,84492
2021-04-04,4/4,52421,52421
2021-04-03,4/3,86511,86511
2021-04-02,4/2,107482,107482
2021-04-01,4/1,113804,113804
2021-03-31,3/31,99672,99672
2021-03-30,3/30,84292,84292
2021-03-29,3/29,74676,74676
2021-03-28,3/28,60425,60425
2021-03-27,3/27,81970,81970
2021-03-26,3/26,95525,95525
2021-03-25,3/25,96661,96661
2021-03-24,3/24,81910,81910
2021-03-23,3/23,73530,73530
2021-03-22,3/22,62920,62920
2021-03-21,3/21,48400,48400
2021-03-20,3/20,67624,67624
2021-03-19,3/19,81528,81528
2021-03-18,3/18,80942,80942
2021-03-17,3/17,69976,69976
2021-03-16,3/16,62313,62313
2021-03-15,3/15,54100,54100
2021-03-14,3/14,50579,50579
2021-03-13,3/13,71775,71775
2021-03-12,3/12,84902,84902
2021-03-11,3/11,84889,84889
2021-03-10,3/10,70563,70563
2021-03-09,3/9,58507,58507
2021-03-08,3/8,62216,62216
2021-03-07,3/7,56695,56695
2021-03-06,3/6,70645,70645
2021-03-05,3/5,87094,87094
2021-03-04,3/4,82398,82398
2021-03-03,3/3,63478,63478
2021-03-02,3/2,58431,58431
2021-03-01,3/1,50927,50927
2021-02-28,2/28,57976,57976
2021-02-27,2/27,73225,73225
2021-02-26,2/26,93448,93448
2021-02-25,2/25,83611,83611
2021-02-24,2/24,55622,55622
2021-02-23,2/23,38668,38668
2021-02-22,2/22,24252,24252
2021-02-21,2/21,23559,23559
2021-02-20,2/20,36997,36997
2021-02-19,2/19,36571,36571
2021-02-18,2/18,36517,36517
2021-02-17,2/17,37690,37690
2021-02-16,2/16,40191,40191
2021-02-15,2/15,22785,22785
2021-02-14,2/14,39612,39612
2021-02-13,2/13,52698,52698
2021-02-12,2/12,68334,68334
2021-02-11,2/11,60510,60510
2021-02-10,2/10,48003,48003
2021-02-09,2/9,44506,44506
2021-02-08,2/8,39713,39713
2021-02-07,2/7,20100,20100
2021-02-06,2/6,33766,33766
2021-02-05,2/5,46713,46713
2021-02-04,2/4,45752,45752
2021-02-03,2/3,36755,36755
2021-02-02,2/2,11989,11989
2021-02-01,2/1,6335,6335
2021-01-31,1/31,15615,15615
2021-01-30,1/30,22013,22013
2021-01-29,1/29,42586,42586
2021-01-28,1/28,41854,41854
2021-01-27,1/27,32451,32451
2021-01-26,1/26,26882,26882
2021-01-25,1/25,24327,24327
2021-01-24,1/24,10334,10334
2021-01-23,1/23,18496,18496
2021-01-22,1/22,28513,28513
2021-01-21,1/21,33069,33069
2021-01-20,1/20,43766,43766
2021-01-19,1/19,43306,43306
2021-01-18,1/18,29098,29098
2021-01-17,1/17,25283,25283
2021-01-16,1/16,32299,32299
2021-01-15,1/15,32375,32375
2021-01-14,1/14,40706,40706
2021-01-13,1/13,40670,40670
2021-01-12,1/12,35607,35607
2021-01-11,1/11,32924,32924
2021-01-10,1/10,8790,8790
2021-01-09,1/9,9088,9088
2021-01-08,1/8,21807,21807
2021-01-07,1/7,21510,21510
2021-01-06,1/6,21533,21533
2021-01-05,1/5,16043,16043
2021-01-04,1/4,12971,12971
2021-01-03,1/3,3545,3545
2021-01-02,1/2,3812,3812
2021-01-01,1/1,165,165
2020-12-31,12/31,7236,7236
2020-12-30,12/30,12817,12817
2020-12-29,12/29,10728,10728
2020-12-28,12/28,10980,10980
2020-12-27,12/27,3839,3839
2020-12-26,12/26,4352,4352
2020-12-25,12/25,179,179
2020-12-24,12/24,7242,7242
2020-12-23,12/23,14251,14251
2020-12-22,12/22,9756,9756
2020-12-21,12/21,6272,6272
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1686,1686
2020-12-18,12/18,5786,5786
2020-12-17,12/17,4496,4496
2020-12-16,12/16,4514,4514
2020-12-15,12/15,2040,2040
2020-12-14,12/14,77,77
