Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2117,2117
2020-12-16,12/16,6631,6631
2020-12-17,12/17,11127,11127
2020-12-18,12/18,16913,16913
2020-12-19,12/19,18599,18599
2020-12-20,12/20,19703,19703
2020-12-21,12/21,25975,25975
2020-12-22,12/22,35731,35731
2020-12-23,12/23,49982,49982
2020-12-24,12/24,57224,57224
2020-12-25,12/25,57403,57403
2020-12-26,12/26,61755,61755
2020-12-27,12/27,65594,65594
2020-12-28,12/28,76574,76574
2020-12-29,12/29,87302,87302
2020-12-30,12/30,100119,100119
2020-12-31,12/31,107355,107355
2021-01-01,1/1,107520,107520
2021-01-02,1/2,111332,111332
2021-01-03,1/3,114877,114877
2021-01-04,1/4,127848,127848
2021-01-05,1/5,143891,143891
2021-01-06,1/6,165424,165424
2021-01-07,1/7,186934,186934
2021-01-08,1/8,208741,208741
2021-01-09,1/9,217829,217829
2021-01-10,1/10,226619,226619
2021-01-11,1/11,259543,259543
2021-01-12,1/12,295150,295150
2021-01-13,1/13,335820,335820
2021-01-14,1/14,376526,376526
2021-01-15,1/15,408901,408901
2021-01-16,1/16,441200,441200
2021-01-17,1/17,466483,466483
2021-01-18,1/18,495581,495581
2021-01-19,1/19,538887,538887
2021-01-20,1/20,582653,582653
2021-01-21,1/21,615722,615722
2021-01-22,1/22,644235,644235
2021-01-23,1/23,662731,662731
2021-01-24,1/24,673065,673065
2021-01-25,1/25,697392,697392
2021-01-26,1/26,724274,724274
2021-01-27,1/27,756725,756725
2021-01-28,1/28,798579,798579
2021-01-29,1/29,841165,841165
2021-01-30,1/30,863178,863178
2021-01-31,1/31,878793,878793
2021-02-01,2/1,885128,885128
2021-02-02,2/2,897117,897117
2021-02-03,2/3,933872,933872
2021-02-04,2/4,979624,979624
2021-02-05,2/5,1026337,1026337
2021-02-06,2/6,1060103,1060103
2021-02-07,2/7,1080203,1080203
2021-02-08,2/8,1119916,1119916
2021-02-09,2/9,1164422,1164422
