Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-02-10,2/10,1212425,1212425
2021-02-11,2/11,1272935,1272935
2021-02-12,2/12,1341269,1341269
2021-02-13,2/13,1393967,1393967
2021-02-14,2/14,1433579,1433579
2021-02-15,2/15,1456364,1456364
2021-02-16,2/16,1496555,1496555
2021-02-17,2/17,1534245,1534245
2021-02-18,2/18,1570762,1570762
2021-02-19,2/19,1607333,1607333
2021-02-20,2/20,1644330,1644330
2021-02-21,2/21,1667889,1667889
2021-02-22,2/22,1692141,1692141
2021-02-23,2/23,1730809,1730809
2021-02-24,2/24,1786431,1786431
2021-02-25,2/25,1870042,1870042
2021-02-26,2/26,1963490,1963490
2021-02-27,2/27,2036715,2036715
2021-02-28,2/28,2094691,2094691
2021-03-01,3/1,2145618,2145618
2021-03-02,3/2,2204049,2204049
2021-03-03,3/3,2267527,2267527
2021-03-04,3/4,2349925,2349925
2021-03-05,3/5,2437019,2437019
2021-03-06,3/6,2507664,2507664
2021-03-07,3/7,2564359,2564359
2021-03-08,3/8,2626575,2626575
2021-03-09,3/9,2685082,2685082
2021-03-10,3/10,2755645,2755645
2021-03-11,3/11,2840534,2840534
2021-03-12,3/12,2925436,2925436
2021-03-13,3/13,2997211,2997211
2021-03-14,3/14,3047790,3047790
2021-03-15,3/15,3101890,3101890
2021-03-16,3/16,3164203,3164203
2021-03-17,3/17,3234179,3234179
2021-03-18,3/18,3315121,3315121
2021-03-19,3/19,3396649,3396649
2021-03-20,3/20,3464273,3464273
2021-03-21,3/21,3512673,3512673
2021-03-22,3/22,3575593,3575593
2021-03-23,3/23,3649123,3649123
2021-03-24,3/24,3731033,3731033
2021-03-25,3/25,3827694,3827694
2021-03-26,3/26,3923219,3923219
2021-03-27,3/27,4005189,4005189
2021-03-28,3/28,4065614,4065614
2021-03-29,3/29,4140290,4140290
2021-03-30,3/30,4224582,4224582
2021-03-31,3/31,4324254,4324254
2021-04-01,4/1,4438058,4438058
2021-04-02,4/2,4545540,4545540
2021-04-03,4/3,4632051,4632051
2021-04-04,4/4,4684472,4684472
2021-04-05,4/5,4768964,4768964
2021-04-06,4/6,4866651,4866651
2021-04-07,4/7,4971682,4971682
2021-04-08,4/8,5087960,5087960
2021-04-09,4/9,5201756,5201756
2021-04-10,4/10,5295624,5295624
2021-04-11,4/11,5365458,5365458
2021-04-12,4/12,5451733,5451733
2021-04-13,4/13,5535191,5535191
2021-04-14,4/14,5622264,5622264
2021-04-15,4/15,5714849,5714849
2021-04-16,4/16,5805186,5805186
2021-04-17,4/17,5881710,5881710
2021-04-18,4/18,5928867,5928867
2021-04-19,4/19,5998001,5998001
2021-04-20,4/20,6070566,6070566
2021-04-21,4/21,6144065,6144065
2021-04-22,4/22,6221905,6221905
2021-04-23,4/23,6296316,6296316
2021-04-24,4/24,6363713,6363713
2021-04-25,4/25,6403333,6403333
2021-04-26,4/26,6456676,6456676
2021-04-27,4/27,6519294,6519294
2021-04-28,4/28,6587558,6587558
2021-04-29,4/29,6658377,6658377
2021-04-30,4/30,6727759,6727759
2021-05-01,5/1,6793952,6793952
2021-05-02,5/2,6843156,6843156
2021-05-03,5/3,6914581,6914581
2021-05-04,5/4,6990958,6990958
2021-05-05,5/5,7058094,7058094
2021-05-06,5/6,7126907,7126907
2021-05-07,5/7,7198790,7198790
2021-05-08,5/8,7256055,7256055
2021-05-09,5/9,7292648,7292648
2021-05-10,5/10,7345283,7345283
2021-05-11,5/11,7404041,7404041
2021-05-12,5/12,7457829,7457829
2021-05-13,5/13,7519377,7519377
2021-05-14,5/14,7588180,7588180
2021-05-15,5/15,7647669,7647669
2021-05-16,5/16,7676095,7676095
2021-05-17,5/17,7722670,7722670
2021-05-18,5/18,7772185,7772185
2021-05-19,5/19,7813680,7813680
2021-05-20,5/20,7831785,7831785
