Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3773433520124796
Latino,Latino,STATEN ISLAND,Staten Island,0.2918811658922301
Black,Black,STATEN ISLAND,Staten Island,0.2481816139589002
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5784949830030188
White,White,QUEENS,Queens,0.3883804630775474
Latino,Latino,QUEENS,Queens,0.3325058688142057
Black,Black,QUEENS,Queens,0.2412808607285185
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5598242033624684
White,White,MANHATTAN,Manhattan,0.5323551668814214
Latino,Latino,MANHATTAN,Manhattan,0.3593271725684874
Black,Black,MANHATTAN,Manhattan,0.3129270362903934
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5697383008114868
White,White,BROOKLYN,Brooklyn,0.3853308935273277
Latino,Latino,BROOKLYN,Brooklyn,0.2857367353232274
Black,Black,BROOKLYN,Brooklyn,0.2385115588102281
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5491182581364684
White,White,THE BRONX,Bronx,0.3907945338526161
Latino,Latino,THE BRONX,Bronx,0.2605335666082654
Black,Black,THE BRONX,Bronx,0.2478599410906315
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4500425118184174
White,White,%all%,%all%,0.4304102437975039
Latino,Latino,%all%,%all%,0.3034577411018175
Black,Black,%all%,%all%,0.24996124528901
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5547058683395952
