Borough-value,Borough-alias,Demographic -value,Demographic -alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,0.406947389679895
STATEN ISLAND,Staten Island,75to84,75 to 84,0.5209991644311536
STATEN ISLAND,Staten Island,65to74,65 to 74,0.5246147581388372
STATEN ISLAND,Staten Island,55to64,55 to 64,0.2892786934825344
STATEN ISLAND,Staten Island,45to54,45 to 54,0.2089073116000748
STATEN ISLAND,Staten Island,35to44,35 to 44,0.171409740764525
STATEN ISLAND,Staten Island,25to34,25 to 34,0.1266397812079915
STATEN ISLAND,Staten Island,18to24,18 to 24,0.0704526092488314
STATEN ISLAND,Staten Island,%all%,%all%,0.2519642235867003
QUEENS,Queens,85andUp,85+,0.3133547439018184
QUEENS,Queens,75to84,75 to 84,0.3916776276854601
QUEENS,Queens,65to74,65 to 74,0.4185545550530241
QUEENS,Queens,55to64,55 to 64,0.2390786671326241
QUEENS,Queens,45to54,45 to 54,0.189055563888307
QUEENS,Queens,35to44,35 to 44,0.1641914607454745
QUEENS,Queens,25to34,25 to 34,0.1296585979306134
QUEENS,Queens,18to24,18 to 24,0.073354830820689
QUEENS,Queens,%all%,%all%,0.21227058734767
MANHATTAN,Manhattan,85andUp,85+,0.4584736777378738
MANHATTAN,Manhattan,75to84,75 to 84,0.5811083312349742
MANHATTAN,Manhattan,65to74,65 to 74,0.5800540446667446
MANHATTAN,Manhattan,55to64,55 to 64,0.3147919015264874
MANHATTAN,Manhattan,45to54,45 to 54,0.2352469488923754
MANHATTAN,Manhattan,35to44,35 to 44,0.2049091060503051
MANHATTAN,Manhattan,25to34,25 to 34,0.174201617322984
MANHATTAN,Manhattan,18to24,18 to 24,0.1035507577062841
MANHATTAN,Manhattan,%all%,%all%,0.2757102721818554
BROOKLYN,Brooklyn,85andUp,85+,0.2515300117693214
BROOKLYN,Brooklyn,75to84,75 to 84,0.3426182015919596
BROOKLYN,Brooklyn,65to74,65 to 74,0.3673225743544375
BROOKLYN,Brooklyn,55to64,55 to 64,0.1985196073284687
BROOKLYN,Brooklyn,45to54,45 to 54,0.1603332814203395
BROOKLYN,Brooklyn,35to44,35 to 44,0.1419971730738074
BROOKLYN,Brooklyn,25to34,25 to 34,0.1181365029859097
BROOKLYN,Brooklyn,18to24,18 to 24,0.0547183816738218
BROOKLYN,Brooklyn,%all%,%all%,0.175535074836819
THE BRONX,Bronx,85andUp,85+,0.299802502207389
THE BRONX,Bronx,75to84,75 to 84,0.4053332185753488
THE BRONX,Bronx,65to74,65 to 74,0.4488869481238407
THE BRONX,Bronx,55to64,55 to 64,0.2830046166303501
THE BRONX,Bronx,45to54,45 to 54,0.2005220236444884
THE BRONX,Bronx,35to44,35 to 44,0.1445337129681803
THE BRONX,Bronx,25to34,25 to 34,0.0893595952982482
THE BRONX,Bronx,18to24,18 to 24,0.0438040324113337
THE BRONX,Bronx,%all%,%all%,0.1979017151025523
%all%,%all%,85andUp,85+,0.3312041042148678
%all%,%all%,75to84,75 to 84,0.4301461534495678
%all%,%all%,65to74,65 to 74,0.4481096835676376
%all%,%all%,55to64,55 to 64,0.2517697993744367
%all%,%all%,45to54,45 to 54,0.1926617105361706
%all%,%all%,35to44,35 to 44,0.1627874248178829
%all%,%all%,25to34,25 to 34,0.1305076029572036
%all%,%all%,18to24,18 to 24,0.0680587280346184
%all%,%all%,%all%,%all%,0.2144240067765706
