Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,95579,80232,0.5356356536546258
STATEN ISLAND,Staten Island,F,Female,109543,93487,0.5625444213291828
QUEENS,Queens,M,Male,526290,415440,0.6021370445814224
QUEENS,Queens,F,Female,593509,477846,0.6279705603029841
MANHATTAN,Manhattan,M,Male,428802,362811,0.6610137172755116
MANHATTAN,Manhattan,F,Female,494338,423928,0.6725232590903092
BROOKLYN,Brooklyn,M,Male,468886,372930,0.5107258477906876
BROOKLYN,Brooklyn,F,Female,556894,452446,0.5220414153201268
THE BRONX,Bronx,M,Male,236191,187711,0.482862826136231
THE BRONX,Bronx,F,Female,289830,234894,0.4974535696715696
%all%,%all%,M,Male,1755748,1419124,0.5648387453146858
%all%,%all%,F,Female,2044114,1682601,0.5800074718382644
