Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.437146595236794
Latino,Latino,STATEN ISLAND,Staten Island,0.3845387978896756
Black,Black,STATEN ISLAND,Staten Island,0.3272567539150949
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.7244851754826486
White,White,QUEENS,Queens,0.460865613240861
Latino,Latino,QUEENS,Queens,0.468340730647417
Black,Black,QUEENS,Queens,0.3091924495433741
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7218801224616754
White,White,MANHATTAN,Manhattan,0.6122930466275572
Latino,Latino,MANHATTAN,Manhattan,0.4566959457465666
Black,Black,MANHATTAN,Manhattan,0.393806381630701
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.7164440922092762
White,White,BROOKLYN,Brooklyn,0.4581807955595948
Latino,Latino,BROOKLYN,Brooklyn,0.3942213735158428
Black,Black,BROOKLYN,Brooklyn,0.3107522056835128
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.7418831554694536
White,White,THE BRONX,Bronx,0.4610316788033608
Latino,Latino,THE BRONX,Bronx,0.3504355402240935
Black,Black,THE BRONX,Bronx,0.3166398448412889
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5754431090174454
White,White,%all%,%all%,0.5038678523721688
Latino,Latino,%all%,%all%,0.4106129116125097
Black,Black,%all%,%all%,0.3216130624837083
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.7194376667649282
