Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5914,5317,0.597192769867717
STATEN ISLAND,Staten Island,75to84,75 to 84,17051,15539,0.749857073749945
STATEN ISLAND,Staten Island,65to74,65 to 74,36662,33305,0.7857433721254206
STATEN ISLAND,Staten Island,55to64,55 to 64,44616,38706,0.6746711023741118
STATEN ISLAND,Staten Island,45to54,45 to 54,35286,29452,0.5498659851648694
STATEN ISLAND,Staten Island,35to44,35 to 44,27974,22705,0.472741406698888
STATEN ISLAND,Staten Island,25to34,25 to 34,24137,19163,0.3729507563466679
STATEN ISLAND,Staten Island,18to24,18 to 24,14287,10244,0.3601275235556544
STATEN ISLAND,Staten Island,%all%,%all%,205927,174431,0.5518344766874602
QUEENS,Queens,85andUp,85+,28597,25040,0.553934945376788
QUEENS,Queens,75to84,75 to 84,74507,66395,0.6789048506679208
QUEENS,Queens,65to74,65 to 74,159771,141704,0.765459975222654
QUEENS,Queens,55to64,55 to 64,218612,181566,0.7244000773277508
QUEENS,Queens,45to54,45 to 54,199633,157009,0.6622517877823194
QUEENS,Queens,35to44,35 to 44,189691,144649,0.614664055974222
QUEENS,Queens,25to34,25 to 34,185388,138375,0.5114178028799504
QUEENS,Queens,18to24,18 to 24,80401,52527,0.4601546190851384
QUEENS,Queens,%all%,%all%,1136600,907265,0.6247941224986966
MANHATTAN,Manhattan,85andUp,85+,25106,22925,0.6303981682067508
MANHATTAN,Manhattan,75to84,75 to 84,65020,60474,0.759241709974842
MANHATTAN,Manhattan,65to74,65 to 74,117698,109026,0.7962956161844092
MANHATTAN,Manhattan,55to64,55 to 64,137646,120859,0.7569457589140136
MANHATTAN,Manhattan,45to54,45 to 54,132611,112903,0.6865088055007879
MANHATTAN,Manhattan,35to44,35 to 44,149853,125208,0.646066408621368
MANHATTAN,Manhattan,25to34,25 to 34,222339,181796,0.6184029472789458
MANHATTAN,Manhattan,18to24,18 to 24,82158,61308,0.5705917606728964
MANHATTAN,Manhattan,%all%,%all%,932431,794499,0.6738419322983358
BROOKLYN,Brooklyn,85andUp,85+,23024,19530,0.451628089446842
BROOKLYN,Brooklyn,75to84,75 to 84,63878,55594,0.5988880659285024
BROOKLYN,Brooklyn,65to74,65 to 74,139534,121774,0.6636796468847952
BROOKLYN,Brooklyn,55to64,55 to 64,170997,140538,0.5984461126568325
BROOKLYN,Brooklyn,45to54,45 to 54,162778,129252,0.5511060853314194
BROOKLYN,Brooklyn,35to44,35 to 44,185693,147622,0.5187158157022902
BROOKLYN,Brooklyn,25to34,25 to 34,222484,175851,0.4733289223706018
BROOKLYN,Brooklyn,18to24,18 to 24,71902,47995,0.3459691416735079
BROOKLYN,Brooklyn,%all%,%all%,1040290,838156,0.5241178700951882
THE BRONX,Bronx,85andUp,85+,13296,11637,0.4997710718843336
THE BRONX,Bronx,75to84,75 to 84,37944,33835,0.6554427294107408
THE BRONX,Bronx,65to74,65 to 74,80468,71224,0.7637389775162112
THE BRONX,Bronx,55to64,55 to 64,115375,96669,0.7059512592693644
THE BRONX,Bronx,45to54,45 to 54,98716,78431,0.5675420633662858
THE BRONX,Bronx,35to44,35 to 44,80412,60921,0.4487526517316235
THE BRONX,Bronx,25to34,25 to 34,66430,48755,0.2927677015023984
THE BRONX,Bronx,18to24,18 to 24,35566,22821,0.2568729129004937
THE BRONX,Bronx,%all%,%all%,528207,424293,0.4928341076121082
%all%,%all%,85andUp,85+,95937,84449,0.5361465982630856
%all%,%all%,75to84,75 to 84,258400,231837,0.6752473546004903
%all%,%all%,65to74,65 to 74,534133,477033,0.7430950410061284
%all%,%all%,55to64,55 to 64,687246,578338,0.6879859861903392
%all%,%all%,45to54,45 to 54,629024,507047,0.61183927041194
%all%,%all%,35to44,35 to 44,633623,501105,0.5573222412407006
%all%,%all%,25to34,25 to 34,720778,563940,0.4857979954155122
%all%,%all%,18to24,18 to 24,284314,194895,0.4034706562362535
%all%,%all%,%all%,%all%,3843455,3138644,0.5794711051367586
