Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,96379,80099,0.4166299226213635
STATEN ISLAND,Staten Island,F,Female,110553,93508,0.4515814111178736
QUEENS,Queens,M,Male,530574,413233,0.4805209458214792
QUEENS,Queens,F,Female,598330,476143,0.513955874460486
MANHATTAN,Manhattan,M,Male,431834,362075,0.5655166135781858
MANHATTAN,Manhattan,F,Female,497673,423347,0.587009768344403
BROOKLYN,Brooklyn,M,Male,471469,370541,0.3889385692389172
BROOKLYN,Brooklyn,F,Female,559483,449988,0.4151363536193644
THE BRONX,Bronx,M,Male,237186,186476,0.3555246114996204
THE BRONX,Bronx,F,Female,291260,233848,0.3863495458434838
%all%,%all%,M,Male,1767442,1412424,0.4442548578441956
%all%,%all%,F,Female,2057299,1676834,0.4720334535856568
