Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,6027,5455,0.5508431788346966
STATEN ISLAND,Staten Island,75to84,75 to 84,17276,15857,0.697348168345134
STATEN ISLAND,Staten Island,65to74,65 to 74,37230,34142,0.7317344992391608
STATEN ISLAND,Staten Island,55to64,55 to 64,45779,40601,0.613957356721609
STATEN ISLAND,Staten Island,45to54,45 to 54,36666,31429,0.4897618899208378
STATEN ISLAND,Staten Island,35to44,35 to 44,29468,24580,0.4153851353635043
STATEN ISLAND,Staten Island,25to34,25 to 34,25371,20947,0.3236607487754755
STATEN ISLAND,Staten Island,18to24,18 to 24,15562,11776,0.2968336051929297
STATEN ISLAND,Staten Island,%all%,%all%,213379,184787,0.4951843975954862
QUEENS,Queens,85andUp,85+,29145,25910,0.50188671660358
QUEENS,Queens,75to84,75 to 84,75937,68644,0.6254814254935612
QUEENS,Queens,65to74,65 to 74,163272,147142,0.7049546643271416
QUEENS,Queens,55to64,55 to 64,226362,195492,0.647788867568828
QUEENS,Queens,45to54,45 to 54,209575,174361,0.5784158128641708
QUEENS,Queens,35to44,35 to 44,201315,162653,0.5270516402801142
QUEENS,Queens,25to34,25 to 34,197355,157453,0.4343553375453472
QUEENS,Queens,18to24,18 to 24,88235,64701,0.3702996730068972
QUEENS,Queens,%all%,%all%,1191196,996356,0.5477013661062038
MANHATTAN,Manhattan,85andUp,85+,25431,23420,0.588063614251657
MANHATTAN,Manhattan,75to84,75 to 84,65710,61564,0.7188858294815622
MANHATTAN,Manhattan,65to74,65 to 74,119428,111457,0.754071611183416
MANHATTAN,Manhattan,55to64,55 to 64,141219,126553,0.6959429015579468
MANHATTAN,Manhattan,45to54,45 to 54,137246,120109,0.621787680659177
MANHATTAN,Manhattan,35to44,35 to 44,155876,134503,0.5798874240675852
MANHATTAN,Manhattan,25to34,25 to 34,230357,197104,0.5482155380768526
MANHATTAN,Manhattan,18to24,18 to 24,86789,69307,0.481340869507004
MANHATTAN,Manhattan,%all%,%all%,962056,844017,0.609947595235084
BROOKLYN,Brooklyn,85andUp,85+,23551,20521,0.4025304040800314
BROOKLYN,Brooklyn,75to84,75 to 84,65306,57869,0.5425506980058316
BROOKLYN,Brooklyn,65to74,65 to 74,143078,127138,0.6047193009993198
BROOKLYN,Brooklyn,55to64,55 to 64,177892,151541,0.5303550492589288
BROOKLYN,Brooklyn,45to54,45 to 54,171059,142000,0.4807594645287542
BROOKLYN,Brooklyn,35to44,35 to 44,195017,161868,0.4521629337460124
BROOKLYN,Brooklyn,25to34,25 to 34,232849,193811,0.4123278607610825
BROOKLYN,Brooklyn,18to24,18 to 24,78626,57726,0.2777588199527818
BROOKLYN,Brooklyn,%all%,%all%,1087378,912474,0.4597217404735572
THE BRONX,Bronx,85andUp,85+,13554,12115,0.4553795529391322
THE BRONX,Bronx,75to84,75 to 84,38730,35094,0.6062119741181884
THE BRONX,Bronx,65to74,65 to 74,82369,73938,0.7017613525823138
THE BRONX,Bronx,55to64,55 to 64,119698,103019,0.6303479330762352
THE BRONX,Bronx,45to54,45 to 54,104124,85817,0.4933826051694208
THE BRONX,Bronx,35to44,35 to 44,86350,68268,0.3809810230862865
THE BRONX,Bronx,25to34,25 to 34,72136,55166,0.2431254406304578
THE BRONX,Bronx,18to24,18 to 24,40009,27598,0.1993245979370136
THE BRONX,Bronx,%all%,%all%,556970,461015,0.4301418120562508
%all%,%all%,85andUp,85+,97708,87421,0.4885546949222636
%all%,%all%,75to84,75 to 84,262959,239028,0.624624708496308
%all%,%all%,65to74,65 to 74,545377,493817,0.6870067265353822
%all%,%all%,55to64,55 to 64,710950,617206,0.617870571225725
%all%,%all%,45to54,45 to 54,658670,553716,0.5385886602982044
%all%,%all%,35to44,35 to 44,668026,551872,0.485415680803866
%all%,%all%,25to34,25 to 34,758068,624481,0.4208946693365703
%all%,%all%,18to24,18 to 24,309221,231108,0.3279658983428465
%all%,%all%,%all%,%all%,4010979,3398649,0.5124084689431616
