Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,350017,0.1035957523068914,0.1035957523068914
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5274,0.0015609641750731,0.0015609641750731
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9889,0.0029268818216339,0.0029268818216339
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,456897,0.1352293986913828,0.1352293986913828
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,724108,0.2143167703609782,0.2143167703609782
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,718830,0.2127546222919536,0.2127546222919536
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1113666,0.3296156103520871,0.3296156103520871
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63668,0.1066097795400582,0.1066097795400582
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,846,0.0014165966182523,0.0014165966182523
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1481,0.0024798813139855,0.0024798813139855
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,47677,0.0798334243125488,0.0798334243125488
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,71974,0.1205178782530651,0.1205178782530651
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,78863,0.1320532613537038,0.1320532613537038
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,332697,0.5570891786083864,0.5570891786083864
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,259870,0.1014807195614465,0.1014807195614465
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4206,0.0016424670276501,0.0016424670276501
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7381,0.0028823226654983,0.0028823226654983
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,320764,0.1252601744310918,0.1252601744310918
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,571860,0.2233145968692376,0.2233145968692376
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,579986,0.2264878462907034,0.2264878462907034
18 to 64 years,18 to 64 years,White,White,NYC,NYC,816715,0.3189318731543724,0.3189318731543724
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,46012,0.1033434104313687,0.1033434104313687
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,702,0.0015766989942367,0.0015766989942367
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1104,0.0024795949994834,0.0024795949994834
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,38221,0.0858447468072968,0.0858447468072968
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,61147,0.1373367712259172,0.1373367712259172
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,65043,0.1460872260429347,0.1460872260429347
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,233005,0.5233315514987624,0.5233315514987624
65+ years,65+ years,Other,Other,NYC,NYC,86480,0.1092654526341591,0.1092654526341591
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1006,0.0012710574161652,0.0012710574161652
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2265,0.0028617744012069,0.0028617744012069
65+ years,65+ years,Black,Black,NYC,NYC,133084,0.1681485140883954,0.1681485140883954
65+ years,65+ years,Latino,Latino,NYC,NYC,146463,0.1850525669421467,0.1850525669421467
65+ years,65+ years,Asian,Asian,NYC,NYC,131452,0.1660865203476582,0.1660865203476582
65+ years,65+ years,White,White,NYC,NYC,290717,0.3673141141702686,0.3673141141702686
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17302,0.1170548876605936,0.1170548876605936
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,135,0.0009133285073506,0.0009133285073506
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,367,0.0024829004607235,0.0024829004607235
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9223,0.0623972505429231,0.0623972505429231
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10179,0.0688649694542355,0.0688649694542355
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13143,0.0889176042378443,0.0889176042378443
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97462,0.6593690591363296,0.6593690591363296
