Date-value,Date-alias,SUM(Total Doses Administered (daily))-value,SUM(Total Doses Administered (daily))-alias
2021-05-09,5/9,15658,15658
2021-05-08,5/8,35584,35584
2021-05-07,5/7,57741,57741
2021-05-06,5/6,56382,56382
2021-05-05,5/5,54548,54548
2021-05-04,5/4,60060,60060
2021-05-03,5/3,53428,53428
2021-05-02,5/2,31719,31719
2021-05-01,5/1,50493,50493
2021-04-30,4/30,68234,68234
2021-04-29,4/29,69516,69516
2021-04-28,4/28,66903,66903
2021-04-27,4/27,61180,61180
2021-04-26,4/26,51825,51825
2021-04-25,4/25,38374,38374
2021-04-24,4/24,61532,61532
2021-04-23,4/23,70152,70152
2021-04-22,4/22,73533,73533
2021-04-21,4/21,70449,70449
2021-04-20,4/20,66676,66676
2021-04-19,4/19,61399,61399
2021-04-18,4/18,39414,39414
2021-04-17,4/17,69076,69076
2021-04-16,4/16,85418,85418
2021-04-15,4/15,88334,88334
2021-04-14,4/14,82685,82685
2021-04-13,4/13,77193,77193
2021-04-12,4/12,79315,79315
2021-04-11,4/11,63018,63018
2021-04-10,4/10,93415,93415
2021-04-09,4/9,113385,113385
2021-04-08,4/8,115891,115891
2021-04-07,4/7,104570,104570
2021-04-06,4/6,97207,97207
2021-04-05,4/5,84186,84186
2021-04-04,4/4,52161,52161
2021-04-03,4/3,86315,86315
2021-04-02,4/2,107230,107230
2021-04-01,4/1,113771,113771
2021-03-31,3/31,99638,99638
2021-03-30,3/30,84290,84290
2021-03-29,3/29,74651,74651
2021-03-28,3/28,60400,60400
2021-03-27,3/27,81943,81943
2021-03-26,3/26,95505,95505
2021-03-25,3/25,96648,96648
2021-03-24,3/24,81946,81946
2021-03-23,3/23,73523,73523
2021-03-22,3/22,62910,62910
2021-03-21,3/21,48397,48397
2021-03-20,3/20,67545,67545
2021-03-19,3/19,81232,81232
2021-03-18,3/18,80902,80902
2021-03-17,3/17,69974,69974
2021-03-16,3/16,62311,62311
2021-03-15,3/15,54095,54095
2021-03-14,3/14,50572,50572
2021-03-13,3/13,71559,71559
2021-03-12,3/12,84665,84665
2021-03-11,3/11,84622,84622
2021-03-10,3/10,70521,70521
2021-03-09,3/9,58436,58436
2021-03-08,3/8,62166,62166
2021-03-07,3/7,56619,56619
2021-03-06,3/6,70592,70592
2021-03-05,3/5,86910,86910
2021-03-04,3/4,82359,82359
2021-03-03,3/3,63504,63504
2021-03-02,3/2,58413,58413
2021-03-01,3/1,50954,50954
2021-02-28,2/28,57926,57926
2021-02-27,2/27,73246,73246
2021-02-26,2/26,93336,93336
2021-02-25,2/25,83583,83583
2021-02-24,2/24,55649,55649
2021-02-23,2/23,38626,38626
2021-02-22,2/22,24237,24237
2021-02-21,2/21,23604,23604
2021-02-20,2/20,36956,36956
2021-02-19,2/19,36521,36521
2021-02-18,2/18,36149,36149
2021-02-17,2/17,37546,37546
2021-02-16,2/16,40165,40165
2021-02-15,2/15,22682,22682
2021-02-14,2/14,39599,39599
2021-02-13,2/13,52615,52615
2021-02-12,2/12,68001,68001
2021-02-11,2/11,60381,60381
2021-02-10,2/10,47880,47880
2021-02-09,2/9,44615,44615
2021-02-08,2/8,39651,39651
2021-02-07,2/7,20024,20024
2021-02-06,2/6,33772,33772
2021-02-05,2/5,46595,46595
2021-02-04,2/4,45846,45846
2021-02-03,2/3,36599,36599
2021-02-02,2/2,11995,11995
2021-02-01,2/1,6336,6336
2021-01-31,1/31,15610,15610
2021-01-30,1/30,21941,21941
2021-01-29,1/29,42600,42600
2021-01-28,1/28,41837,41837
2021-01-27,1/27,32472,32472
2021-01-26,1/26,26861,26861
2021-01-25,1/25,24024,24024
2021-01-24,1/24,10340,10340
2021-01-23,1/23,18495,18495
2021-01-22,1/22,28500,28500
2021-01-21,1/21,33063,33063
2021-01-20,1/20,43841,43841
2021-01-19,1/19,43230,43230
2021-01-18,1/18,29084,29084
2021-01-17,1/17,25279,25279
2021-01-16,1/16,32298,32298
2021-01-15,1/15,32383,32383
2021-01-14,1/14,40719,40719
2021-01-13,1/13,40813,40813
2021-01-12,1/12,35627,35627
2021-01-11,1/11,32908,32908
2021-01-10,1/10,8787,8787
2021-01-09,1/9,9089,9089
2021-01-08,1/8,21801,21801
2021-01-07,1/7,21459,21459
2021-01-06,1/6,21506,21506
2021-01-05,1/5,16022,16022
2021-01-04,1/4,12969,12969
2021-01-03,1/3,3541,3541
2021-01-02,1/2,3812,3812
2021-01-01,1/1,165,165
2020-12-31,12/31,7234,7234
2020-12-30,12/30,12810,12810
2020-12-29,12/29,10711,10711
2020-12-28,12/28,10954,10954
2020-12-27,12/27,3839,3839
2020-12-26,12/26,4348,4348
2020-12-25,12/25,179,179
2020-12-24,12/24,7237,7237
2020-12-23,12/23,14253,14253
2020-12-22,12/22,9753,9753
2020-12-21,12/21,6270,6270
2020-12-20,12/20,1104,1104
2020-12-19,12/19,1685,1685
2020-12-18,12/18,5785,5785
2020-12-17,12/17,4495,4495
2020-12-16,12/16,4514,4514
2020-12-15,12/15,2039,2039
2020-12-14,12/14,77,77
