Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6630,6630
2020-12-17,12/17,11125,11125
2020-12-18,12/18,16910,16910
2020-12-19,12/19,18595,18595
2020-12-20,12/20,19699,19699
2020-12-21,12/21,25969,25969
2020-12-22,12/22,35722,35722
2020-12-23,12/23,49975,49975
2020-12-24,12/24,57212,57212
2020-12-25,12/25,57391,57391
2020-12-26,12/26,61739,61739
2020-12-27,12/27,65578,65578
2020-12-28,12/28,76532,76532
2020-12-29,12/29,87243,87243
2020-12-30,12/30,100053,100053
2020-12-31,12/31,107287,107287
2021-01-01,1/1,107452,107452
2021-01-02,1/2,111264,111264
2021-01-03,1/3,114805,114805
2021-01-04,1/4,127774,127774
2021-01-05,1/5,143796,143796
2021-01-06,1/6,165302,165302
2021-01-07,1/7,186761,186761
2021-01-08,1/8,208562,208562
2021-01-09,1/9,217651,217651
2021-01-10,1/10,226438,226438
2021-01-11,1/11,259346,259346
2021-01-12,1/12,294973,294973
2021-01-13,1/13,335786,335786
2021-01-14,1/14,376505,376505
2021-01-15,1/15,408888,408888
2021-01-16,1/16,441186,441186
2021-01-17,1/17,466465,466465
2021-01-18,1/18,495549,495549
2021-01-19,1/19,538779,538779
2021-01-20,1/20,582620,582620
2021-01-21,1/21,615683,615683
2021-01-22,1/22,644183,644183
2021-01-23,1/23,662678,662678
2021-01-24,1/24,673018,673018
2021-01-25,1/25,697042,697042
2021-01-26,1/26,723903,723903
2021-01-27,1/27,756375,756375
2021-01-28,1/28,798212,798212
2021-01-29,1/29,840812,840812
2021-01-30,1/30,862753,862753
2021-01-31,1/31,878363,878363
2021-02-01,2/1,884699,884699
2021-02-02,2/2,896694,896694
2021-02-03,2/3,933293,933293
2021-02-04,2/4,979139,979139
2021-02-05,2/5,1025734,1025734
2021-02-06,2/6,1059506,1059506
2021-02-07,2/7,1079530,1079530
2021-02-08,2/8,1119181,1119181
2021-02-09,2/9,1163796,1163796
2021-02-10,2/10,1211676,1211676
2021-02-11,2/11,1272057,1272057
2021-02-12,2/12,1340058,1340058
2021-02-13,2/13,1392673,1392673
2021-02-14,2/14,1432272,1432272
2021-02-15,2/15,1454954,1454954
2021-02-16,2/16,1495119,1495119
2021-02-17,2/17,1532665,1532665
2021-02-18,2/18,1568814,1568814
2021-02-19,2/19,1605335,1605335
2021-02-20,2/20,1642291,1642291
2021-02-21,2/21,1665895,1665895
2021-02-22,2/22,1690132,1690132
2021-02-23,2/23,1728758,1728758
2021-02-24,2/24,1784407,1784407
2021-02-25,2/25,1867990,1867990
2021-02-26,2/26,1961326,1961326
2021-02-27,2/27,2034572,2034572
2021-02-28,2/28,2092498,2092498
2021-03-01,3/1,2143452,2143452
2021-03-02,3/2,2201865,2201865
2021-03-03,3/3,2265369,2265369
2021-03-04,3/4,2347728,2347728
2021-03-05,3/5,2434638,2434638
2021-03-06,3/6,2505230,2505230
2021-03-07,3/7,2561849,2561849
2021-03-08,3/8,2624015,2624015
2021-03-09,3/9,2682451,2682451
2021-03-10,3/10,2752972,2752972
2021-03-11,3/11,2837594,2837594
2021-03-12,3/12,2922259,2922259
2021-03-13,3/13,2993818,2993818
2021-03-14,3/14,3044390,3044390
2021-03-15,3/15,3098485,3098485
2021-03-16,3/16,3160796,3160796
2021-03-17,3/17,3230770,3230770
2021-03-18,3/18,3311672,3311672
2021-03-19,3/19,3392904,3392904
2021-03-20,3/20,3460449,3460449
2021-03-21,3/21,3508846,3508846
2021-03-22,3/22,3571756,3571756
2021-03-23,3/23,3645279,3645279
2021-03-24,3/24,3727225,3727225
2021-03-25,3/25,3823873,3823873
2021-03-26,3/26,3919378,3919378
2021-03-27,3/27,4001321,4001321
2021-03-28,3/28,4061721,4061721
2021-03-29,3/29,4136372,4136372
2021-03-30,3/30,4220662,4220662
2021-03-31,3/31,4320300,4320300
2021-04-01,4/1,4434071,4434071
2021-04-02,4/2,4541301,4541301
2021-04-03,4/3,4627616,4627616
2021-04-04,4/4,4679777,4679777
2021-04-05,4/5,4763963,4763963
2021-04-06,4/6,4861170,4861170
2021-04-07,4/7,4965740,4965740
2021-04-08,4/8,5081631,5081631
2021-04-09,4/9,5195016,5195016
2021-04-10,4/10,5288431,5288431
2021-04-11,4/11,5351449,5351449
2021-04-12,4/12,5430764,5430764
2021-04-13,4/13,5507957,5507957
2021-04-14,4/14,5590642,5590642
2021-04-15,4/15,5678976,5678976
2021-04-16,4/16,5764394,5764394
2021-04-17,4/17,5833470,5833470
2021-04-18,4/18,5872884,5872884
2021-04-19,4/19,5934283,5934283
2021-04-20,4/20,6000959,6000959
2021-04-21,4/21,6071408,6071408
2021-04-22,4/22,6144941,6144941
2021-04-23,4/23,6215093,6215093
2021-04-24,4/24,6276625,6276625
2021-04-25,4/25,6314999,6314999
2021-04-26,4/26,6366824,6366824
2021-04-27,4/27,6428004,6428004
2021-04-28,4/28,6494907,6494907
2021-04-29,4/29,6564423,6564423
2021-04-30,4/30,6632657,6632657
2021-05-01,5/1,6683150,6683150
2021-05-02,5/2,6714869,6714869
2021-05-03,5/3,6768297,6768297
2021-05-04,5/4,6828357,6828357
2021-05-05,5/5,6882905,6882905
2021-05-06,5/6,6939287,6939287
2021-05-07,5/7,6997028,6997028
2021-05-08,5/8,7032612,7032612
2021-05-09,5/9,7048270,7048270
