Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5903,5294,0.596081995354943
STATEN ISLAND,Staten Island,75to84,75 to 84,17022,15487,0.7485817318263775
STATEN ISLAND,Staten Island,65to74,65 to 74,36593,33193,0.784264557748773
STATEN ISLAND,Staten Island,55to64,55 to 64,44468,38361,0.672433086345078
STATEN ISLAND,Staten Island,45to54,45 to 54,35092,29100,0.5468428598142492
STATEN ISLAND,Staten Island,35to44,35 to 44,27796,22390,0.4697333288268496
STATEN ISLAND,Staten Island,25to34,25 to 34,23974,18811,0.3704321760224973
STATEN ISLAND,Staten Island,18to24,18 to 24,14138,9947,0.3563717315062534
STATEN ISLAND,Staten Island,%all%,%all%,204986,172583,0.5493128246332716
QUEENS,Queens,85andUp,85+,28506,24931,0.552172240196899
QUEENS,Queens,75to84,75 to 84,74313,66107,0.6771371303056788
QUEENS,Queens,65to74,65 to 74,159352,141025,0.763452553790615
QUEENS,Queens,55to64,55 to 64,217659,179675,0.7212421844687432
QUEENS,Queens,45to54,45 to 54,198499,154738,0.6584899171129154
QUEENS,Queens,35to44,35 to 44,188504,142209,0.6108177678823178
QUEENS,Queens,25to34,25 to 34,184023,135882,0.5076522662706168
QUEENS,Queens,18to24,18 to 24,79574,50746,0.4554214954923548
QUEENS,Queens,%all%,%all%,1130430,895313,0.621402445799931
MANHATTAN,Manhattan,85andUp,85+,25024,22801,0.6283391922729918
MANHATTAN,Manhattan,75to84,75 to 84,64940,60296,0.7583075460745348
MANHATTAN,Manhattan,65to74,65 to 74,117506,108676,0.7949966242023244
MANHATTAN,Manhattan,55to64,55 to 64,137163,119906,0.7542896352231292
MANHATTAN,Manhattan,45to54,45 to 54,132010,111686,0.6833975116254232
MANHATTAN,Manhattan,35to44,35 to 44,149017,123689,0.6424621329805236
MANHATTAN,Manhattan,25to34,25 to 34,221299,179312,0.615510341549991
MANHATTAN,Manhattan,18to24,18 to 24,81535,59811,0.5662649919236666
MANHATTAN,Manhattan,%all%,%all%,928494,786177,0.6709967719728442
BROOKLYN,Brooklyn,85andUp,85+,22949,19425,0.450156924284033
BROOKLYN,Brooklyn,75to84,75 to 84,63667,55342,0.5969098358350288
BROOKLYN,Brooklyn,65to74,65 to 74,139129,121019,0.6617533045095438
BROOKLYN,Brooklyn,55to64,55 to 64,170060,138941,0.5951668504033458
BROOKLYN,Brooklyn,45to54,45 to 54,161678,127365,0.5473818922963374
BROOKLYN,Brooklyn,35to44,35 to 44,184515,145511,0.5154251842250814
BROOKLYN,Brooklyn,25to34,25 to 34,221203,172903,0.4706036281941364
BROOKLYN,Brooklyn,18to24,18 to 24,71070,46483,0.3419658270804179
BROOKLYN,Brooklyn,%all%,%all%,1034271,826989,0.5210853835192306
THE BRONX,Bronx,85andUp,85+,13277,11589,0.4990568984212016
THE BRONX,Bronx,75to84,75 to 84,37878,33736,0.6543026487618606
THE BRONX,Bronx,65to74,65 to 74,80233,70889,0.7615085423156804
THE BRONX,Bronx,55to64,55 to 64,114747,95698,0.7021086816674474
THE BRONX,Bronx,45to54,45 to 54,97948,77346,0.5631266463653406
THE BRONX,Bronx,35to44,35 to 44,79644,59858,0.4444666989319183
THE BRONX,Bronx,25to34,25 to 34,65738,47812,0.2897179461292288
THE BRONX,Bronx,18to24,18 to 24,35058,22074,0.2532039189244083
THE BRONX,Bronx,%all%,%all%,524523,419002,0.4893968172080754
%all%,%all%,85andUp,85+,95659,84040,0.5345929875152288
%all%,%all%,75to84,75 to 84,257820,230968,0.6737317065135388
%all%,%all%,65to74,65 to 74,532813,474802,0.7412586342420302
%all%,%all%,55to64,55 to 64,684097,572581,0.6848335955318074
%all%,%all%,45to54,45 to 54,625227,500235,0.6081460032078998
%all%,%all%,35to44,35 to 44,629476,493657,0.5536746221763278
%all%,%all%,25to34,25 to 34,716237,554720,0.4827374015888668
%all%,%all%,18to24,18 to 24,281375,189061,0.3992999145257561
%all%,%all%,%all%,%all%,3822704,3100064,0.5763425125286252
