Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4355619172394422
Latino,Latino,STATEN ISLAND,Staten Island,0.3812181382941993
Black,Black,STATEN ISLAND,Staten Island,0.3247261112583643
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.7217766828593428
White,White,QUEENS,Queens,0.4591383771940602
Latino,Latino,QUEENS,Queens,0.4640365214702378
Black,Black,QUEENS,Queens,0.30702283722861
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.7189011608008486
White,White,MANHATTAN,Manhattan,0.6107726566254092
Latino,Latino,MANHATTAN,Manhattan,0.4527314290318082
Black,Black,MANHATTAN,Manhattan,0.3915374495889559
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.7140932677919184
White,White,BROOKLYN,Brooklyn,0.456583721062171
Latino,Latino,BROOKLYN,Brooklyn,0.3904932173865068
Black,Black,BROOKLYN,Brooklyn,0.3081804518857116
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.7383520749188078
White,White,THE BRONX,Bronx,0.4591928642191684
Latino,Latino,THE BRONX,Bronx,0.3467482640057734
Black,Black,THE BRONX,Bronx,0.3143314134086671
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5730885776374915
White,White,%all%,%all%,0.502255990465525
Latino,Latino,%all%,%all%,0.4067170577284014
Black,Black,%all%,%all%,0.3192260222428682
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.7164710046749122
