Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,95126,79292,0.5330969898152308
STATEN ISLAND,Staten Island,F,Female,109054,92582,0.5600332227858714
QUEENS,Queens,M,Male,523231,409477,0.5986371923718524
QUEENS,Queens,F,Female,590439,472024,0.6247223035450746
MANHATTAN,Manhattan,M,Male,426862,358754,0.6580231374472588
MANHATTAN,Manhattan,F,Female,492354,419701,0.669824121767192
BROOKLYN,Brooklyn,M,Male,466036,367508,0.5076215353006506
BROOKLYN,Brooklyn,F,Female,553732,446786,0.5190773055339876
THE BRONX,Bronx,M,Male,234365,185091,0.4791297985419334
THE BRONX,Bronx,F,Female,287984,232239,0.49428516305523
%all%,%all%,M,Male,1745620,1400122,0.5615804834157418
%all%,%all%,F,Female,2033563,1663332,0.577013676562969
