Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,159360,0.1098575354024456,0.1098575354024456
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,2484,0.0017123877882761,0.0017123877882761
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,4197,0.0028932735698046,0.0028932735698046
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,184056,0.126882144427915,0.126882144427915
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,287658,0.198301951046666,0.198301951046666
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,300477,0.2071389474467912,0.2071389474467912
18 to 64 years,18 to 64 years,White,White,NYC,NYC,512374,0.3532137603181016,0.3532137603181016
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,36800,0.1106274500372766,0.1106274500372766
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,562,0.0016894735576345,0.0016894735576345
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,822,0.0024710805415935,0.0024710805415935
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,26915,0.0809113537432962,0.0809113537432962
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,38619,0.1160956927442823,0.1160956927442823
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,45565,0.1369766239388182,0.1369766239388182
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,183365,0.5512283254370988,0.5512283254370988
65+ years,65+ years,Other,Other,NYC,NYC,70554,0.1092001522988773,0.1092001522988773
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,822,0.0012722528161363,0.0012722528161363
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,1837,0.0028432219260855,0.0028432219260855
65+ years,65+ years,Black,Black,NYC,NYC,101998,0.1578676918981331,0.1578676918981331
65+ years,65+ years,Latino,Latino,NYC,NYC,112138,0.1735619054694489,0.1735619054694489
65+ years,65+ years,Asian,Asian,NYC,NYC,106290,0.1645106469916329,0.1645106469916329
65+ years,65+ years,White,White,NYC,NYC,252459,0.3907441285996861,0.3907441285996861
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,16253,0.1196498770594385,0.1196498770594385
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,131,0.0009643840457015,0.0009643840457015
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,330,0.0024293643899351,0.0024293643899351
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,7735,0.0569428289580235,0.0569428289580235
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,8644,0.0636346235957538,0.0636346235957538
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,11904,0.0876337990842032,0.0876337990842032
65+ years,65+ years,White,White,Non- NYC,Non- NYC,90841,0.6687451228669444,0.6687451228669444
%all%,All,Other,Other,NYC,NYC,229914,0.109654963218461,0.109654963218461
%all%,All,NH/PI,NH/PI,NYC,NYC,3306,0.0015767604773969,0.0015767604773969
%all%,All,AI/AN,AI/AN,NYC,NYC,6034,0.0028778501877232,0.0028778501877232
%all%,All,Black,Black,NYC,NYC,286054,0.1364303211135191,0.1364303211135191
%all%,All,Latino,Latino,NYC,NYC,399796,0.1906783217850493,0.1906783217850493
%all%,All,Asian,Asian,NYC,NYC,406767,0.1940030638564146,0.1940030638564146
%all%,All,White,White,NYC,NYC,764833,0.3647787193614359,0.3647787193614359
%all%,All,Other,Other,Non- NYC,Non- NYC,53053,0.1132435120793364,0.1132435120793364
%all%,All,NH/PI,NH/PI,Non- NYC,Non- NYC,693,0.0014792331040842,0.0014792331040842
%all%,All,AI/AN,AI/AN,Non- NYC,Non- NYC,1152,0.0024589849002958,0.0024589849002958
%all%,All,Black,Black,Non- NYC,Non- NYC,34650,0.073961655204211,0.073961655204211
%all%,All,Latino,Latino,Non- NYC,Non- NYC,47263,0.1008845515127453,0.1008845515127453
%all%,All,Asian,Asian,Non- NYC,Non- NYC,57469,0.1226696208638038,0.1226696208638038
%all%,All,White,White,Non- NYC,Non- NYC,274206,0.5853024423355234,0.5853024423355234
