Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,76,76
2020-12-15,12/15,2110,2110
2020-12-16,12/16,6619,6619
2020-12-17,12/17,11106,11106
2020-12-18,12/18,16879,16879
2020-12-19,12/19,18564,18564
2020-12-20,12/20,19663,19663
2020-12-21,12/21,25932,25932
2020-12-22,12/22,35646,35646
2020-12-23,12/23,49865,49865
2020-12-24,12/24,57099,57099
2020-12-25,12/25,57278,57278
2020-12-26,12/26,61626,61626
2020-12-27,12/27,65458,65458
2020-12-28,12/28,76404,76404
2020-12-29,12/29,87078,87078
2020-12-30,12/30,99876,99876
2020-12-31,12/31,107103,107103
2021-01-01,1/1,107265,107265
2021-01-02,1/2,111066,111066
2021-01-03,1/3,114604,114604
2021-01-04,1/4,127555,127555
2021-01-05,1/5,143518,143518
2021-01-06,1/6,164919,164919
2021-01-07,1/7,186329,186329
2021-01-08,1/8,208117,208117
2021-01-09,1/9,217202,217202
2021-01-10,1/10,225970,225970
2021-01-11,1/11,258862,258862
2021-01-12,1/12,294481,294481
2021-01-13,1/13,335220,335220
2021-01-14,1/14,375936,375936
2021-01-15,1/15,408230,408230
2021-01-16,1/16,440519,440519
2021-01-17,1/17,465753,465753
2021-01-18,1/18,494814,494814
2021-01-19,1/19,538013,538013
2021-01-20,1/20,582249,582249
2021-01-21,1/21,615307,615307
2021-01-22,1/22,643778,643778
2021-01-23,1/23,662264,662264
2021-01-24,1/24,672603,672603
2021-01-25,1/25,696622,696622
2021-01-26,1/26,723481,723481
2021-01-27,1/27,755924,755924
2021-01-28,1/28,797745,797745
2021-01-29,1/29,840301,840301
2021-01-30,1/30,862214,862214
2021-01-31,1/31,877796,877796
2021-02-01,2/1,884094,884094
2021-02-02,2/2,895910,895910
2021-02-03,2/3,932222,932222
2021-02-04,2/4,977656,977656
2021-02-05,2/5,1023938,1023938
2021-02-06,2/6,1057328,1057328
2021-02-07,2/7,1077266,1077266
2021-02-08,2/8,1116797,1116797
2021-02-09,2/9,1161252,1161252
2021-02-10,2/10,1208674,1208674
2021-02-11,2/11,1268540,1268540
2021-02-12,2/12,1335467,1335467
2021-02-13,2/13,1387278,1387278
2021-02-14,2/14,1426458,1426458
2021-02-15,2/15,1448961,1448961
2021-02-16,2/16,1488856,1488856
2021-02-17,2/17,1526175,1526175
2021-02-18,2/18,1561836,1561836
2021-02-19,2/19,1597834,1597834
2021-02-20,2/20,1633799,1633799
2021-02-21,2/21,1657119,1657119
2021-02-22,2/22,1681080,1681080
2021-02-23,2/23,1719536,1719536
2021-02-24,2/24,1774083,1774083
2021-02-25,2/25,1856913,1856913
2021-02-26,2/26,1949014,1949014
2021-02-27,2/27,2021488,2021488
2021-02-28,2/28,2078829,2078829
2021-03-01,3/1,2129365,2129365
2021-03-02,3/2,2187540,2187540
2021-03-03,3/3,2250755,2250755
2021-03-04,3/4,2332117,2332117
2021-03-05,3/5,2417442,2417442
2021-03-06,3/6,2487074,2487074
2021-03-07,3/7,2543028,2543028
2021-03-08,3/8,2604585,2604585
2021-03-09,3/9,2662452,2662452
2021-03-10,3/10,2732329,2732329
2021-03-11,3/11,2815128,2815128
2021-03-12,3/12,2897751,2897751
2021-03-13,3/13,2967035,2967035
2021-03-14,3/14,3016115,3016115
2021-03-15,3/15,3069772,3069772
2021-03-16,3/16,3131518,3131518
2021-03-17,3/17,3201226,3201226
2021-03-18,3/18,3281813,3281813
2021-03-19,3/19,3360880,3360880
2021-03-20,3/20,3426440,3426440
2021-03-21,3/21,3474278,3474278
2021-03-22,3/22,3535098,3535098
2021-03-23,3/23,3605576,3605576
2021-03-24,3/24,3685513,3685513
2021-03-25,3/25,3779227,3779227
2021-03-26,3/26,3870603,3870603
2021-03-27,3/27,3948508,3948508
2021-03-28,3/28,3995478,3995478
2021-03-29,3/29,4053937,4053937
2021-03-30,3/30,4123677,4123677
2021-03-31,3/31,4201533,4201533
2021-04-01,4/1,4293719,4293719
2021-04-02,4/2,4378340,4378340
2021-04-03,4/3,4436480,4436480
2021-04-04,4/4,4462022,4462022
