Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2957000507211194
Latino,Latino,STATEN ISLAND,Staten Island,0.1836148296126664
Black,Black,STATEN ISLAND,Staten Island,0.1710416713284407
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3668665458684996
White,White,QUEENS,Queens,0.2765466511384515
Latino,Latino,QUEENS,Queens,0.1978462035050094
Black,Black,QUEENS,Queens,0.1644971613043345
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3562065073417929
White,White,MANHATTAN,Manhattan,0.3735844785007496
Latino,Latino,MANHATTAN,Manhattan,0.2342371153382441
Black,Black,MANHATTAN,Manhattan,0.2125851630669372
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3246455410168122
White,White,BROOKLYN,Brooklyn,0.2547518892109335
Latino,Latino,BROOKLYN,Brooklyn,0.1752205703311076
Black,Black,BROOKLYN,Brooklyn,0.1603021277206959
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3233326685144612
White,White,THE BRONX,Bronx,0.2967735295578469
Latino,Latino,THE BRONX,Bronx,0.1748145803782295
Black,Black,THE BRONX,Bronx,0.1755133215608822
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.314983975718282
White,White,%all%,%all%,0.3020729814072231
Latino,Latino,%all%,%all%,0.1920174602677096
Black,Black,%all%,%all%,0.1708358170980482
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3409057344379945
