Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2359961197418706
Latino,Latino,STATEN ISLAND,Staten Island,0.1273400766613093
Black,Black,STATEN ISLAND,Staten Island,0.1246564800438958
Asian,Asian,STATEN ISLAND,Staten Island,0.2569758198168826
White,White,QUEENS,Queens,0.2125444755816615
Latino,Latino,QUEENS,Queens,0.1317195976802113
Black,Black,QUEENS,Queens,0.1233895137505399
Asian,Asian,QUEENS,Queens,0.2560155907901143
White,White,MANHATTAN,Manhattan,0.3006160313030698
Latino,Latino,MANHATTAN,Manhattan,0.175406356590928
Black,Black,MANHATTAN,Manhattan,0.1641832750524008
Asian,Asian,MANHATTAN,Manhattan,0.2283822624927174
White,White,BROOKLYN,Brooklyn,0.1964154873539664
Latino,Latino,BROOKLYN,Brooklyn,0.1214902845562009
Black,Black,BROOKLYN,Brooklyn,0.1198503424213903
Asian,Asian,BROOKLYN,Brooklyn,0.2212163776765808
White,White,THE BRONX,Bronx,0.2372720899572359
Latino,Latino,THE BRONX,Bronx,0.1234151042907165
Black,Black,THE BRONX,Bronx,0.1326622746941268
Asian,Asian,THE BRONX,Bronx,0.2343279344408372
White,White,%all%,%all%,0.237847762137344
Latino,Latino,%all%,%all%,0.134757838045621
Black,Black,%all%,%all%,0.1286599547112325
Asian,Asian,%all%,%all%,0.2414114822102076
