Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2445019404915912
Latino,Latino,STATEN ISLAND,Staten Island,0.1331708747941064
Black,Black,STATEN ISLAND,Staten Island,0.1305700409570063
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.2999980459972253
White,White,QUEENS,Queens,0.2391442572960793
Latino,Latino,QUEENS,Queens,0.1546584729783213
Black,Black,QUEENS,Queens,0.1352641146265057
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.2987543614856454
White,White,MANHATTAN,Manhattan,0.3410294129348618
Latino,Latino,MANHATTAN,Manhattan,0.1959055853387705
Black,Black,MANHATTAN,Manhattan,0.1811004906790647
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2991771924051892
White,White,BROOKLYN,Brooklyn,0.2019286749363624
Latino,Latino,BROOKLYN,Brooklyn,0.1352756683668301
Black,Black,BROOKLYN,Brooklyn,0.1297628532287879
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2645515214978979
White,White,THE BRONX,Bronx,0.2550116013933139
Latino,Latino,THE BRONX,Bronx,0.1318401378612474
Black,Black,THE BRONX,Bronx,0.1378300788788284
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2529357168765799
White,White,%all%,%all%,0.256454569317548
Latino,Latino,%all%,%all%,0.1493656105199312
Black,Black,%all%,%all%,0.1384545701504178
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.287854174874072
