Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3850335741195196
Latino,Latino,STATEN ISLAND,Staten Island,0.2863146495655137
Black,Black,STATEN ISLAND,Staten Island,0.2534215328716601
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5817646948185412
White,White,QUEENS,Queens,0.3700335645099498
Latino,Latino,QUEENS,Queens,0.3041703441441786
Black,Black,QUEENS,Queens,0.2271466081172727
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5338918564046996
White,White,MANHATTAN,Manhattan,0.522058780534829
Latino,Latino,MANHATTAN,Manhattan,0.3426592159138598
Black,Black,MANHATTAN,Manhattan,0.3133760333962797
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.557266790991701
White,White,BROOKLYN,Brooklyn,0.3735207675227741
Latino,Latino,BROOKLYN,Brooklyn,0.2711783825093394
Black,Black,BROOKLYN,Brooklyn,0.2321541172676249
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5313023517218463
White,White,THE BRONX,Bronx,0.3783871788804893
Latino,Latino,THE BRONX,Bronx,0.2515190929806043
Black,Black,THE BRONX,Bronx,0.2444036011314054
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4438509663377978
White,White,%all%,%all%,0.4196638989376062
Latino,Latino,%all%,%all%,0.2869779392579653
Black,Black,%all%,%all%,0.2435187145351855
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.535273691184887
