Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5360,4492,0.5412501262243764
STATEN ISLAND,Staten Island,75to84,75 to 84,15938,13338,0.700910330269581
STATEN ISLAND,Staten Island,65to74,65 to 74,33960,28063,0.7278338584195976
STATEN ISLAND,Staten Island,55to64,55 to 64,38727,26337,0.5856192348404659
STATEN ISLAND,Staten Island,45to54,45 to 54,28977,17947,0.4515520787882566
STATEN ISLAND,Staten Island,35to44,35 to 44,22047,13410,0.3725791732855646
STATEN ISLAND,Staten Island,25to34,25 to 34,18428,10708,0.2847386393485684
STATEN ISLAND,Staten Island,18to24,18 to 24,9061,4128,0.228397528588072
STATEN ISLAND,Staten Island,%all%,%all%,172498,118423,0.4622528544563534
QUEENS,Queens,85andUp,85+,24532,19965,0.4751943238795456
QUEENS,Queens,75to84,75 to 84,65394,53103,0.59586755344569
QUEENS,Queens,65to74,65 to 74,139079,110620,0.6663249769607218
QUEENS,Queens,55to64,55 to 64,171657,111541,0.5688084097572398
QUEENS,Queens,45to54,45 to 54,143235,85439,0.4751600928854474
QUEENS,Queens,35to44,35 to 44,130109,75092,0.4215978916171566
QUEENS,Queens,25to34,25 to 34,121870,68524,0.3361948326589615
QUEENS,Queens,18to24,18 to 24,41061,20230,0.2350021618419531
QUEENS,Queens,%all%,%all%,836937,544514,0.4600680261320532
MANHATTAN,Manhattan,85andUp,85+,23269,20262,0.5842720853980278
MANHATTAN,Manhattan,75to84,75 to 84,61255,54359,0.715277621416625
MANHATTAN,Manhattan,65to74,65 to 74,109633,95567,0.7417311873536112
MANHATTAN,Manhattan,55to64,55 to 64,118618,82387,0.6523065837791324
MANHATTAN,Manhattan,45to54,45 to 54,108035,65439,0.5592822526206546
MANHATTAN,Manhattan,35to44,35 to 44,117753,67396,0.5076725712157376
MANHATTAN,Manhattan,25to34,25 to 34,169123,90279,0.4703905372096536
MANHATTAN,Manhattan,18to24,18 to 24,54660,24856,0.3796166610479871
MANHATTAN,Manhattan,%all%,%all%,762346,500545,0.5509262366007855
BROOKLYN,Brooklyn,85andUp,85+,19968,15821,0.3916830129462534
BROOKLYN,Brooklyn,75to84,75 to 84,56325,44742,0.528074928980602
BROOKLYN,Brooklyn,65to74,65 to 74,122341,96189,0.5819028457546744
BROOKLYN,Brooklyn,55to64,55 to 64,136516,87769,0.4777713615762858
BROOKLYN,Brooklyn,45to54,45 to 54,122140,71641,0.4135208520953665
BROOKLYN,Brooklyn,35to44,35 to 44,137399,76597,0.383811098758052
BROOKLYN,Brooklyn,25to34,25 to 34,158539,84280,0.3372875983158916
BROOKLYN,Brooklyn,18to24,18 to 24,39149,18728,0.1883723113039437
BROOKLYN,Brooklyn,%all%,%all%,792377,495767,0.3992145897321082
THE BRONX,Bronx,85andUp,85+,11490,9453,0.4318870048097918
THE BRONX,Bronx,75to84,75 to 84,33964,27578,0.586692411493422
THE BRONX,Bronx,65to74,65 to 74,71180,56522,0.67558458542034
THE BRONX,Bronx,55to64,55 to 64,94218,63638,0.5764967778621102
THE BRONX,Bronx,45to54,45 to 54,74587,47647,0.4288186300123704
THE BRONX,Bronx,35to44,35 to 44,56941,35417,0.3177687999583441
THE BRONX,Bronx,25to34,25 to 34,45120,27600,0.1988511017881712
THE BRONX,Bronx,18to24,18 to 24,19717,9845,0.1424046343040835
THE BRONX,Bronx,%all%,%all%,407217,277700,0.3799465489845456
%all%,%all%,85andUp,85+,84619,69993,0.4728956398305558
%all%,%all%,75to84,75 to 84,232876,193120,0.6085483860291944
%all%,%all%,65to74,65 to 74,476193,386961,0.6624879138001796
%all%,%all%,55to64,55 to 64,559736,371672,0.5603386908999628
%all%,%all%,45to54,45 to 54,476974,288113,0.4639432265946364
%all%,%all%,35to44,35 to 44,464249,267912,0.4083442254680686
%all%,%all%,25to34,25 to 34,513080,281391,0.3458113808798146
%all%,%all%,18to24,18 to 24,163648,77787,0.232233256018875
%all%,%all%,%all%,%all%,2971375,1936949,0.447989102259747
