Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5928,5355,0.5407452287185702
STATEN ISLAND,Staten Island,75to84,75 to 84,17103,15630,0.6873653194951406
STATEN ISLAND,Staten Island,65to74,65 to 74,36786,33576,0.7196039349321676
STATEN ISLAND,Staten Island,55to64,55 to 64,44969,39342,0.5949190987448966
STATEN ISLAND,Staten Island,45to54,45 to 54,35666,30168,0.4701115751418064
STATEN ISLAND,Staten Island,35to44,35 to 44,28396,23393,0.395325649778619
STATEN ISLAND,Staten Island,25to34,25 to 34,24465,19813,0.3061388463975031
STATEN ISLAND,Staten Island,18to24,18 to 24,14647,10790,0.2719798403559538
STATEN ISLAND,Staten Island,<18,<18,3764,1940,0.0188395347666308
STATEN ISLAND,Staten Island,%all%,%all%,211724,180007,0.3780523918234645
QUEENS,Queens,85andUp,85+,28742,25288,0.4898383361432394
QUEENS,Queens,75to84,75 to 84,74923,67055,0.6110025200523096
QUEENS,Queens,65to74,65 to 74,160729,143504,0.6875250720365506
QUEENS,Queens,55to64,55 to 64,220839,186771,0.6188906685935874
QUEENS,Queens,45to54,45 to 54,202556,163433,0.5421638528330878
QUEENS,Queens,35to44,35 to 44,192947,151142,0.4897520427856664
QUEENS,Queens,25to34,25 to 34,188725,145642,0.4017731009938169
QUEENS,Queens,18to24,18 to 24,82380,57180,0.3272551475639385
QUEENS,Queens,<18,<18,20368,9810,0.0218402347324512
QUEENS,Queens,%all%,%all%,1172209,949825,0.4187331215651974
MANHATTAN,Manhattan,85andUp,85+,25166,23003,0.5775929683446144
MANHATTAN,Manhattan,75to84,75 to 84,65149,60768,0.7095908986735036
MANHATTAN,Manhattan,65to74,65 to 74,118146,109751,0.742529526175934
MANHATTAN,Manhattan,55to64,55 to 64,138565,122745,0.6750018684008297
MANHATTAN,Manhattan,45to54,45 to 54,133911,115362,0.5972131182193172
MANHATTAN,Manhattan,35to44,35 to 44,151491,128500,0.5540064830723828
MANHATTAN,Manhattan,25to34,25 to 34,224504,187506,0.5215201248205938
MANHATTAN,Manhattan,18to24,18 to 24,83295,64275,0.4463933569129046
MANHATTAN,Manhattan,<18,<18,18156,7681,0.0337378908902796
MANHATTAN,Manhattan,%all%,%all%,958383,819591,0.5086140869159362
BROOKLYN,Brooklyn,85andUp,85+,23147,19752,0.3874460572773637
BROOKLYN,Brooklyn,75to84,75 to 84,64274,56201,0.5269123672195086
BROOKLYN,Brooklyn,65to74,65 to 74,140395,123314,0.5865308238562046
BROOKLYN,Brooklyn,55to64,55 to 64,172723,143831,0.5033720055295992
BROOKLYN,Brooklyn,45to54,45 to 54,164852,133179,0.4508948220174292
BROOKLYN,Brooklyn,35to44,35 to 44,188006,152047,0.4247289000128497
BROOKLYN,Brooklyn,25to34,25 to 34,225066,181573,0.3862918341165984
BROOKLYN,Brooklyn,18to24,18 to 24,73526,51036,0.2455687062174787
BROOKLYN,Brooklyn,<18,<18,16467,7188,0.0124994953569141
BROOKLYN,Brooklyn,%all%,%all%,1068456,868121,0.3391226151928413
THE BRONX,Bronx,85andUp,85+,13370,11743,0.4413967882925487
THE BRONX,Bronx,75to84,75 to 84,38150,34145,0.5898189963032296
THE BRONX,Bronx,65to74,65 to 74,80963,71948,0.682873837479947
THE BRONX,Bronx,55to64,55 to 64,116502,98456,0.602428057920906
THE BRONX,Bronx,45to54,45 to 54,100161,80580,0.4632738306460484
THE BRONX,Bronx,35to44,35 to 44,81908,63013,0.3516546142810127
THE BRONX,Bronx,25to34,25 to 34,67774,50566,0.2228525002885786
THE BRONX,Bronx,18to24,18 to 24,36599,24159,0.1744866643075698
THE BRONX,Bronx,<18,<18,8531,3608,0.0103308225045973
THE BRONX,Bronx,%all%,%all%,543958,438218,0.3083825825462319
%all%,%all%,85andUp,85+,96353,85141,0.4758128513786898
%all%,%all%,75to84,75 to 84,259599,233799,0.6109603570365326
%all%,%all%,65to74,65 to 74,537019,482093,0.6706960955488004
%all%,%all%,55to64,55 to 64,693598,591145,0.5917815102692312
%all%,%all%,45to54,45 to 54,637146,522722,0.5084414062234034
%all%,%all%,35to44,35 to 44,642748,518095,0.4557061005923094
%all%,%all%,25to34,25 to 34,730534,585100,0.3943522237327113
%all%,%all%,18to24,18 to 24,290447,207440,0.2943785846973713
%all%,%all%,<18,<18,67286,30227,0.017737577994666
%all%,%all%,%all%,%all%,3954730,3255762,0.3905281835981287
