Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3184803183745696
Latino,Latino,STATEN ISLAND,Staten Island,0.2204359304135924
Black,Black,STATEN ISLAND,Staten Island,0.1991674313466574
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4983879477108858
White,White,QUEENS,Queens,0.3416964133899141
Latino,Latino,QUEENS,Queens,0.2767725218477804
Black,Black,QUEENS,Queens,0.2084316830142961
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4946158171009564
White,White,MANHATTAN,Manhattan,0.4913298975954118
Latino,Latino,MANHATTAN,Manhattan,0.310480306043451
Black,Black,MANHATTAN,Manhattan,0.2762880531518905
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5426181958837234
White,White,BROOKLYN,Brooklyn,0.3114245889587238
Latino,Latino,BROOKLYN,Brooklyn,0.2324434180520552
Black,Black,BROOKLYN,Brooklyn,0.2027435296716126
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4761421002453778
White,White,THE BRONX,Bronx,0.3398253440590539
Latino,Latino,THE BRONX,Bronx,0.204798984148151
Black,Black,THE BRONX,Bronx,0.2014831863755622
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3779794849141111
White,White,%all%,%all%,0.3711878853502045
Latino,Latino,%all%,%all%,0.2476285180249135
Black,Black,%all%,%all%,0.2116972497162962
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4923981187410932
