Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,89922,67315,0.3887174166774738
STATEN ISLAND,Staten Island,F,Female,103997,79981,0.4248017874867756
QUEENS,Queens,M,Male,481194,322205,0.4357993343126894
QUEENS,Queens,F,Female,550047,380446,0.4724815517847458
MANHATTAN,Manhattan,M,Male,405768,292099,0.5313813763121786
MANHATTAN,Manhattan,F,Female,471197,350192,0.5557810888165075
BROOKLYN,Brooklyn,M,Male,431282,284748,0.3557862850335838
BROOKLYN,Brooklyn,F,Female,517994,356586,0.3843515180205816
THE BRONX,Bronx,M,Male,213751,154262,0.320397246180868
THE BRONX,Bronx,F,Female,265861,197758,0.3526583691804382
%all%,%all%,M,Male,1621917,1120629,0.4076764647836162
%all%,%all%,F,Female,1909096,1364963,0.4380292694968319
