Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3411035246095223
Latino,Latino,STATEN ISLAND,Staten Island,0.241487849455087
Black,Black,STATEN ISLAND,Staten Island,0.2210335489357893
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.5472380170779844
White,White,QUEENS,Queens,0.3677614577626923
Latino,Latino,QUEENS,Queens,0.305859306520439
Black,Black,QUEENS,Queens,0.2278389940462809
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.548711202330802
White,White,MANHATTAN,Manhattan,0.525790787487128
Latino,Latino,MANHATTAN,Manhattan,0.3315142348899437
Black,Black,MANHATTAN,Manhattan,0.3035716859943749
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5998775547385942
White,White,BROOKLYN,Brooklyn,0.3377125324562187
Latino,Latino,BROOKLYN,Brooklyn,0.2590788518831704
Black,Black,BROOKLYN,Brooklyn,0.22383931130411
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5397746276354658
White,White,THE BRONX,Bronx,0.3672735870792976
Latino,Latino,THE BRONX,Bronx,0.2242112042471979
Black,Black,THE BRONX,Bronx,0.2204596506727688
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4220831330830636
White,White,%all%,%all%,0.3994267659367571
Latino,Latino,%all%,%all%,0.2713631431058884
Black,Black,%all%,%all%,0.2326332750590411
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5488002191883868
