Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5657,4950,0.571241038069272
STATEN ISLAND,Staten Island,75to84,75 to 84,16602,14669,0.7301112625885045
STATEN ISLAND,Staten Island,65to74,65 to 74,35552,31172,0.7619537495445682
STATEN ISLAND,Staten Island,55to64,55 to 64,42257,34011,0.6389989414789052
STATEN ISLAND,Staten Island,45to54,45 to 54,32709,24103,0.5097082839867856
STATEN ISLAND,Staten Island,35to44,35 to 44,25572,17928,0.4321492547402576
STATEN ISLAND,Staten Island,25to34,25 to 34,21938,14479,0.3389730990899118
STATEN ISLAND,Staten Island,18to24,18 to 24,12275,6231,0.3094117275597157
STATEN ISLAND,Staten Island,<18,<18,2157,411,0.0209468435523828
STATEN ISLAND,Staten Island,%all%,%all%,194719,147954,0.4089506723820362
QUEENS,Queens,85andUp,85+,27140,23069,0.5257122921119708
QUEENS,Queens,75to84,75 to 84,71478,61200,0.6513047219193048
QUEENS,Queens,65to74,65 to 74,152749,128927,0.7318177000537343
QUEENS,Queens,55to64,55 to 64,203036,150667,0.6727869197496806
QUEENS,Queens,45to54,45 to 54,180453,119316,0.5986250863368426
QUEENS,Queens,35to44,35 to 44,168814,104424,0.5470153984386834
QUEENS,Queens,25to34,25 to 34,164138,95526,0.4527968117090066
QUEENS,Queens,18to24,18 to 24,67489,28796,0.3862560799920015
QUEENS,Queens,<18,<18,11677,1389,0.0259967809348454
QUEENS,Queens,%all%,%all%,1046974,713314,0.461561541565658
MANHATTAN,Manhattan,85andUp,85+,24394,21802,0.612520230830697
MANHATTAN,Manhattan,75to84,75 to 84,63623,57862,0.742928872865724
MANHATTAN,Manhattan,65to74,65 to 74,114699,103416,0.7760056320475756
MANHATTAN,Manhattan,55to64,55 to 64,130717,106943,0.7188416573526518
MANHATTAN,Manhattan,45to54,45 to 54,124210,92732,0.6430179904476464
MANHATTAN,Manhattan,35to44,35 to 44,139204,96618,0.6001550075455874
MANHATTAN,Manhattan,25to34,25 to 34,206373,130343,0.5739958866361632
MANHATTAN,Manhattan,18to24,18 to 24,73737,37407,0.5121074594894882
MANHATTAN,Manhattan,<18,<18,8696,2167,0.0381961592477374
MANHATTAN,Manhattan,%all%,%all%,885653,649290,0.549610222561448
BROOKLYN,Brooklyn,85andUp,85+,21899,17902,0.4295606120047078
BROOKLYN,Brooklyn,75to84,75 to 84,60841,50700,0.5704146782797836
BROOKLYN,Brooklyn,65to74,65 to 74,132598,110031,0.630689250058266
BROOKLYN,Brooklyn,55to64,55 to 64,157927,116474,0.5527044289289028
BROOKLYN,Brooklyn,45to54,45 to 54,147865,99570,0.5006161846658046
BROOKLYN,Brooklyn,35to44,35 to 44,169049,108113,0.4722223774114072
BROOKLYN,Brooklyn,25to34,25 to 34,203858,120325,0.4337025919015575
BROOKLYN,Brooklyn,18to24,18 to 24,61042,26699,0.2937143382108185
BROOKLYN,Brooklyn,<18,<18,8679,1270,0.0150922537844543
BROOKLYN,Brooklyn,%all%,%all%,963758,651084,0.3764822338971438
THE BRONX,Bronx,85andUp,85+,12709,10901,0.4777068706812572
THE BRONX,Bronx,75to84,75 to 84,36422,31578,0.6291517786895954
THE BRONX,Bronx,65to74,65 to 74,76653,65368,0.7275299975586588
THE BRONX,Bronx,55to64,55 to 64,106695,83603,0.652840473306564
THE BRONX,Bronx,45to54,45 to 54,88560,63725,0.5091527729214946
THE BRONX,Bronx,35to44,35 to 44,70265,46907,0.3921256164990613
THE BRONX,Bronx,25to34,25 to 34,57287,36425,0.2524730289924416
THE BRONX,Bronx,18to24,18 to 24,28727,14253,0.2074787203759906
THE BRONX,Bronx,<18,<18,4330,671,0.0123981323295195
THE BRONX,Bronx,%all%,%all%,481648,353431,0.3389451234733113
%all%,%all%,85andUp,85+,91799,78624,0.5130212699370732
%all%,%all%,75to84,75 to 84,248966,216009,0.6505945545103162
%all%,%all%,65to74,65 to 74,512251,438914,0.7126524252394634
%all%,%all%,55to64,55 to 64,640632,491698,0.641321794968744
%all%,%all%,45to54,45 to 54,573797,399446,0.5581210539574958
%all%,%all%,35to44,35 to 44,572904,373990,0.5039150114433384
%all%,%all%,25to34,25 to 34,653594,397098,0.4405165737794526
%all%,%all%,18to24,18 to 24,243270,113386,0.3452250207256533
%all%,%all%,<18,<18,35539,5908,0.020854725389633
%all%,%all%,%all%,%all%,3572752,2515073,0.4285510885029622
