Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2726293843999994
Latino,Latino,STATEN ISLAND,Staten Island,0.1618139774858436
Black,Black,STATEN ISLAND,Staten Island,0.1523744602017336
Asian,Asian,STATEN ISLAND,Staten Island,0.3168389488904154
White,White,QUEENS,Queens,0.2524996637456885
Latino,Latino,QUEENS,Queens,0.1719275140893175
Black,Black,QUEENS,Queens,0.1483173606808425
Asian,Asian,QUEENS,Queens,0.3140724327695129
White,White,MANHATTAN,Manhattan,0.3464772162134194
Latino,Latino,MANHATTAN,Manhattan,0.2110172412361196
Black,Black,MANHATTAN,Manhattan,0.1932902607699859
Asian,Asian,MANHATTAN,Manhattan,0.2844205028265787
White,White,BROOKLYN,Brooklyn,0.2335813986841407
Latino,Latino,BROOKLYN,Brooklyn,0.1551267221507221
Black,Black,BROOKLYN,Brooklyn,0.1447459115006841
Asian,Asian,BROOKLYN,Brooklyn,0.2808677630246273
White,White,THE BRONX,Bronx,0.2693863365841928
Latino,Latino,THE BRONX,Bronx,0.1513786465872952
Black,Black,THE BRONX,Bronx,0.155759203399758
Asian,Asian,THE BRONX,Bronx,0.2760303634514946
White,White,%all%,%all%,0.2779718509089973
Latino,Latino,%all%,%all%,0.1686829073525084
Black,Black,%all%,%all%,0.1537197474126472
Asian,Asian,%all%,%all%,0.2988509904398497
