Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2789972188049674
Latino,Latino,STATEN ISLAND,Staten Island,0.1660461653015637
Black,Black,STATEN ISLAND,Staten Island,0.156531859179517
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3790179182054439
White,White,QUEENS,Queens,0.2846619644496836
Latino,Latino,QUEENS,Queens,0.1948529439231522
Black,Black,QUEENS,Queens,0.163538516973205
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3654595950542741
White,White,MANHATTAN,Manhattan,0.4112890860905609
Latino,Latino,MANHATTAN,Manhattan,0.2400280452433612
Black,Black,MANHATTAN,Manhattan,0.2221860199301325
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3943136960121974
White,White,BROOKLYN,Brooklyn,0.248941852904805
Latino,Latino,BROOKLYN,Brooklyn,0.1681135629208628
Black,Black,BROOKLYN,Brooklyn,0.1560753905335868
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3350108622602879
White,White,THE BRONX,Bronx,0.2987506462061018
Latino,Latino,THE BRONX,Bronx,0.1584091314077771
Black,Black,THE BRONX,Bronx,0.1653052795855325
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3008542011493831
White,White,%all%,%all%,0.3083002979892438
Latino,Latino,%all%,%all%,0.1839589204444646
Black,Black,%all%,%all%,0.1670774347043128
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3598369705311588
