Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,100394,85084,0.4339860804910734
STATEN ISLAND,Staten Island,F,Female,114630,98406,0.4682349385040828
QUEENS,Queens,M,Male,557726,452818,0.5051114925142022
QUEENS,Queens,F,Female,624692,514514,0.5366004096877474
MANHATTAN,Manhattan,M,Male,451130,384977,0.5907860656722884
MANHATTAN,Manhattan,F,Female,517485,445766,0.61037820008661
BROOKLYN,Brooklyn,M,Male,495463,403301,0.4087324306175415
BROOKLYN,Brooklyn,F,Female,583748,483435,0.4331409822150034
THE BRONX,Bronx,M,Male,251506,202505,0.3769892529062572
THE BRONX,Bronx,F,Female,306098,250134,0.4060318041735861
%all%,%all%,M,Male,1856219,1528685,0.46656937425539
%all%,%all%,F,Female,2146653,1792255,0.4925351294294172
