Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,85382,59445,0.369091773656681
STATEN ISLAND,Staten Island,F,Female,99619,71621,0.4069187502297672
QUEENS,Queens,M,Male,435878,279622,0.3947583349782966
QUEENS,Queens,F,Female,503549,332907,0.4325405154825987
MANHATTAN,Manhattan,M,Male,381309,249642,0.4993506171512304
MANHATTAN,Manhattan,F,Female,446574,305455,0.5267380394126936
BROOKLYN,Brooklyn,M,Male,397213,243217,0.3276810477530825
BROOKLYN,Brooklyn,F,Female,482220,310455,0.3578072120910375
THE BRONX,Bronx,M,Male,197261,138007,0.29567993215884
THE BRONX,Bronx,F,Female,247519,177828,0.3283281371888802
%all%,%all%,M,Male,1497043,969933,0.3762887976814221
%all%,%all%,F,Female,1779481,1198266,0.408289977305223
