Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5520,4704,0.5574068464101788
STATEN ISLAND,Staten Island,75to84,75 to 84,16284,14026,0.7161264787369718
STATEN ISLAND,Staten Island,65to74,65 to 74,34841,29622,0.7467155318373734
STATEN ISLAND,Staten Island,55to64,55 to 64,40735,30218,0.6159836685316802
STATEN ISLAND,Staten Island,45to54,45 to 54,31093,20625,0.4845259614785264
STATEN ISLAND,Staten Island,35to44,35 to 44,24075,15162,0.4068509818501369
STATEN ISLAND,Staten Island,25to34,25 to 34,20419,12204,0.3155024026947265
STATEN ISLAND,Staten Island,18to24,18 to 24,10991,4953,0.2770463786239377
STATEN ISLAND,Staten Island,<18,<18,1809,160,0.0175673806148635
STATEN ISLAND,Staten Island,%all%,%all%,185767,131674,0.3901495979149119
QUEENS,Queens,85andUp,85+,25843,21426,0.5005889007019034
QUEENS,Queens,75to84,75 to 84,68662,57137,0.6256454407849033
QUEENS,Queens,65to74,65 to 74,146511,119950,0.7019315547242382
QUEENS,Queens,55to64,55 to 64,188781,131385,0.625551072210172
QUEENS,Queens,45to54,45 to 54,163516,100484,0.542439192573441
QUEENS,Queens,35to44,35 to 44,150911,87396,0.4890035233676126
QUEENS,Queens,25to34,25 to 34,145504,79898,0.4013924093805657
QUEENS,Queens,18to24,18 to 24,55943,23979,0.3201754935321688
QUEENS,Queens,<18,<18,8279,841,0.0184317332670707
QUEENS,Queens,%all%,%all%,953950,622496,0.4205516398464139
MANHATTAN,Manhattan,85andUp,85+,23778,20933,0.5970528018648976
MANHATTAN,Manhattan,75to84,75 to 84,62462,56053,0.7293718192625128
MANHATTAN,Manhattan,65to74,65 to 74,112326,99503,0.7599509030189974
MANHATTAN,Manhattan,55to64,55 to 64,125388,94789,0.6895363092186502
MANHATTAN,Manhattan,45to54,45 to 54,117280,76852,0.6071423389396988
MANHATTAN,Manhattan,35to44,35 to 44,129989,77916,0.5604260601408246
MANHATTAN,Manhattan,25to34,25 to 34,191665,104458,0.5330877663847512
MANHATTAN,Manhattan,18to24,18 to 24,66215,29608,0.4598667620068142
MANHATTAN,Manhattan,<18,<18,7096,1263,0.0311683470586413
MANHATTAN,Manhattan,%all%,%all%,836199,561375,0.51892052360875
BROOKLYN,Brooklyn,85andUp,85+,20907,16727,0.4101020007846215
BROOKLYN,Brooklyn,75to84,75 to 84,58675,47538,0.5501073494529398
BROOKLYN,Brooklyn,65to74,65 to 74,127889,102935,0.6082913580951566
BROOKLYN,Brooklyn,55to64,55 to 64,148394,102269,0.519341347752288
BROOKLYN,Brooklyn,45to54,45 to 54,136681,83853,0.4627512983891172
BROOKLYN,Brooklyn,35to44,35 to 44,155662,88740,0.4348270602761002
BROOKLYN,Brooklyn,25to34,25 to 34,186664,98071,0.3971228041809119
BROOKLYN,Brooklyn,18to24,18 to 24,51855,21903,0.2495094690200517
BROOKLYN,Brooklyn,<18,<18,6306,771,0.0109657509349889
BROOKLYN,Brooklyn,%all%,%all%,893033,562807,0.3488542339299575
THE BRONX,Bronx,85andUp,85+,12073,10187,0.4538008537048404
THE BRONX,Bronx,75to84,75 to 84,35226,29756,0.6084921354159486
THE BRONX,Bronx,65to74,65 to 74,73932,61322,0.7017044053005982
THE BRONX,Bronx,55to64,55 to 64,100724,74680,0.6163053923176378
THE BRONX,Bronx,45to54,45 to 54,81938,55880,0.4710812997701156
THE BRONX,Bronx,35to44,35 to 44,63722,40929,0.3556113076859488
THE BRONX,Bronx,25to34,25 to 34,51415,31811,0.2265941799299385
THE BRONX,Bronx,18to24,18 to 24,24527,12042,0.1771445182115056
THE BRONX,Bronx,<18,<18,3110,385,0.0089048941212022
THE BRONX,Bronx,%all%,%all%,446667,316992,0.314328309193547
%all%,%all%,85andUp,85+,88121,73977,0.4924666644312556
%all%,%all%,75to84,75 to 84,241309,204510,0.6305853865761988
%all%,%all%,65to74,65 to 74,495499,413332,0.689346753942362
%all%,%all%,55to64,55 to 64,604022,433341,0.6046723754676798
%all%,%all%,45to54,45 to 54,530508,337694,0.51601469525439
%all%,%all%,35to44,35 to 44,524359,310143,0.4612157909273062
%all%,%all%,25to34,25 to 34,595667,326442,0.4014742882484925
%all%,%all%,18to24,18 to 24,209531,92485,0.2973459276428119
%all%,%all%,<18,<18,26600,3420,0.0156092094702788
%all%,%all%,%all%,%all%,3315616,2195344,0.3977076622888568
