Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6625,6625
2020-12-17,12/17,11118,11118
2020-12-18,12/18,16904,16904
2020-12-19,12/19,18589,18589
2020-12-20,12/20,19693,19693
2020-12-21,12/21,25965,25965
2020-12-22,12/22,35681,35681
2020-12-23,12/23,49906,49906
2020-12-24,12/24,57141,57141
2020-12-25,12/25,57320,57320
2020-12-26,12/26,61668,61668
2020-12-27,12/27,65505,65505
2020-12-28,12/28,76450,76450
2020-12-29,12/29,87123,87123
2020-12-30,12/30,99918,99918
2020-12-31,12/31,107152,107152
2021-01-01,1/1,107316,107316
2021-01-02,1/2,111121,111121
2021-01-03,1/3,114662,114662
2021-01-04,1/4,127626,127626
2021-01-05,1/5,143646,143646
2021-01-06,1/6,165148,165148
2021-01-07,1/7,186585,186585
2021-01-08,1/8,208378,208378
2021-01-09,1/9,217463,217463
2021-01-10,1/10,226240,226240
2021-01-11,1/11,259144,259144
2021-01-12,1/12,294765,294765
2021-01-13,1/13,335563,335563
2021-01-14,1/14,376275,376275
2021-01-15,1/15,408633,408633
2021-01-16,1/16,440924,440924
2021-01-17,1/17,466169,466169
2021-01-18,1/18,495246,495246
2021-01-19,1/19,538458,538458
2021-01-20,1/20,582300,582300
2021-01-21,1/21,615357,615357
2021-01-22,1/22,643847,643847
2021-01-23,1/23,662336,662336
2021-01-24,1/24,672676,672676
2021-01-25,1/25,696695,696695
2021-01-26,1/26,723554,723554
2021-01-27,1/27,756014,756014
2021-01-28,1/28,797836,797836
2021-01-29,1/29,840416,840416
2021-01-30,1/30,862349,862349
2021-01-31,1/31,877959,877959
2021-02-01,2/1,884283,884283
2021-02-02,2/2,896231,896231
2021-02-03,2/3,932809,932809
2021-02-04,2/4,978547,978547
2021-02-05,2/5,1025110,1025110
2021-02-06,2/6,1058769,1058769
2021-02-07,2/7,1078782,1078782
2021-02-08,2/8,1118402,1118402
2021-02-09,2/9,1162998,1162998
2021-02-10,2/10,1210844,1210844
2021-02-11,2/11,1271194,1271194
2021-02-12,2/12,1338990,1338990
2021-02-13,2/13,1391155,1391155
2021-02-14,2/14,1430597,1430597
2021-02-15,2/15,1453107,1453107
2021-02-16,2/16,1493066,1493066
2021-02-17,2/17,1530458,1530458
2021-02-18,2/18,1566447,1566447
2021-02-19,2/19,1602787,1602787
2021-02-20,2/20,1639721,1639721
2021-02-21,2/21,1663325,1663325
2021-02-22,2/22,1687487,1687487
2021-02-23,2/23,1726052,1726052
2021-02-24,2/24,1781631,1781631
2021-02-25,2/25,1865142,1865142
2021-02-26,2/26,1958228,1958228
2021-02-27,2/27,2031309,2031309
2021-02-28,2/28,2089169,2089169
2021-03-01,3/1,2139789,2139789
2021-03-02,3/2,2197983,2197983
2021-03-03,3/3,2261231,2261231
2021-03-04,3/4,2343146,2343146
2021-03-05,3/5,2429255,2429255
2021-03-06,3/6,2499426,2499426
2021-03-07,3/7,2555728,2555728
2021-03-08,3/8,2617408,2617408
2021-03-09,3/9,2675482,2675482
2021-03-10,3/10,2745642,2745642
2021-03-11,3/11,2829469,2829469
2021-03-12,3/12,2913560,2913560
2021-03-13,3/13,2984552,2984552
2021-03-14,3/14,3034357,3034357
2021-03-15,3/15,3088210,3088210
2021-03-16,3/16,3150170,3150170
2021-03-17,3/17,3219941,3219941
2021-03-18,3/18,3300536,3300536
2021-03-19,3/19,3381409,3381409
2021-03-20,3/20,3448341,3448341
2021-03-21,3/21,3496453,3496453
2021-03-22,3/22,3559226,3559226
2021-03-23,3/23,3632558,3632558
2021-03-24,3/24,3714131,3714131
2021-03-25,3/25,3810129,3810129
2021-03-26,3/26,3905212,3905212
2021-03-27,3/27,3986774,3986774
2021-03-28,3/28,4047055,4047055
2021-03-29,3/29,4121426,4121426
2021-03-30,3/30,4204714,4204714
2021-03-31,3/31,4303207,4303207
2021-04-01,4/1,4415114,4415114
2021-04-02,4/2,4521299,4521299
2021-04-03,4/3,4606109,4606109
2021-04-04,4/4,4657771,4657771
2021-04-05,4/5,4741047,4741047
2021-04-06,4/6,4836614,4836614
2021-04-07,4/7,4938704,4938704
2021-04-08,4/8,5052787,5052787
2021-04-09,4/9,5165060,5165060
2021-04-10,4/10,5257811,5257811
2021-04-11,4/11,5320237,5320237
2021-04-12,4/12,5397548,5397548
2021-04-13,4/13,5471702,5471702
2021-04-14,4/14,5551146,5551146
2021-04-15,4/15,5636393,5636393
2021-04-16,4/16,5720050,5720050
2021-04-17,4/17,5785154,5785154
2021-04-18,4/18,5820129,5820129
2021-04-19,4/19,5862460,5862460
2021-04-20,4/20,5909617,5909617
2021-04-21,4/21,5943896,5943896
