Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4062518511739803
Latino,Latino,STATEN ISLAND,Staten Island,0.3241412936531135
Black,Black,STATEN ISLAND,Staten Island,0.2807822458309006
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.650648250454509
White,White,QUEENS,Queens,0.4104378760202895
Latino,Latino,QUEENS,Queens,0.3678510462493833
Black,Black,QUEENS,Queens,0.2597028966731267
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6165519712392604
White,White,MANHATTAN,Manhattan,0.5637154120125978
Latino,Latino,MANHATTAN,Manhattan,0.3878037471041823
Black,Black,MANHATTAN,Manhattan,0.3435725854241488
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6316157519660254
White,White,BROOKLYN,Brooklyn,0.415014545109057
Latino,Latino,BROOKLYN,Brooklyn,0.3220938688903821
Black,Black,BROOKLYN,Brooklyn,0.2638569780715167
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6289238103598238
White,White,THE BRONX,Bronx,0.4111515114715547
Latino,Latino,THE BRONX,Bronx,0.2857995573804838
Black,Black,THE BRONX,Bronx,0.2682353174378574
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4925766851729556
White,White,%all%,%all%,0.4584433472666594
Latino,Latino,%all%,%all%,0.3344014350327153
Black,Black,%all%,%all%,0.273424171393323
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6181250263274866
