Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,88292,65763,0.3685433776382799
STATEN ISLAND,Staten Island,F,Female,102295,78328,0.4022436799601274
QUEENS,Queens,M,Male,469962,314487,0.359809748882323
QUEENS,Queens,F,Female,538247,371874,0.3934665255996319
MANHATTAN,Manhattan,M,Male,398502,284050,0.4378732990800161
MANHATTAN,Manhattan,F,Female,463803,341714,0.4648855903385658
BROOKLYN,Brooklyn,M,Male,423077,277254,0.3019940544255092
BROOKLYN,Brooklyn,F,Female,509397,348506,0.3266951439368284
THE BRONX,Bronx,M,Male,209170,150976,0.3086514644450619
THE BRONX,Bronx,F,Female,260733,193822,0.3326689638094157
%all%,%all%,M,Male,1589003,1092530,0.3514759945155305
%all%,%all%,F,Female,1874475,1334244,0.3785852889101945
