Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3316554013585827
Latino,Latino,STATEN ISLAND,Staten Island,0.2243129619494946
Black,Black,STATEN ISLAND,Staten Island,0.1996825917493214
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4500001888198783
White,White,QUEENS,Queens,0.3239144732238643
Latino,Latino,QUEENS,Queens,0.2451634359887234
Black,Black,QUEENS,Queens,0.1932679756540938
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4245587016994202
White,White,MANHATTAN,Manhattan,0.4428605499789273
Latino,Latino,MANHATTAN,Manhattan,0.2829548681735441
Black,Black,MANHATTAN,Manhattan,0.2539587497173343
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.4153509423034575
White,White,BROOKLYN,Brooklyn,0.3063106633294778
Latino,Latino,BROOKLYN,Brooklyn,0.2141600124867333
Black,Black,BROOKLYN,Brooklyn,0.1881432231754779
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3994348923554318
White,White,THE BRONX,Bronx,0.3424838597770146
Latino,Latino,THE BRONX,Bronx,0.2071563387738173
Black,Black,THE BRONX,Bronx,0.2052864105709673
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.365366587006
White,White,%all%,%all%,0.356251122740761
Latino,Latino,%all%,%all%,0.2328658117092044
Black,Black,%all%,%all%,0.2008844413062707
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4149691069866847
