Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2021-03-10,3/10,2753390,2753390
2021-03-11,3/11,2838001,2838001
2021-03-12,3/12,2922676,2922676
2021-03-13,3/13,2994218,2994218
2021-03-14,3/14,3044792,3044792
2021-03-15,3/15,3098887,3098887
2021-03-16,3/16,3161184,3161184
2021-03-17,3/17,3231150,3231150
2021-03-18,3/18,3312005,3312005
2021-03-19,3/19,3393235,3393235
2021-03-20,3/20,3460777,3460777
2021-03-21,3/21,3509149,3509149
2021-03-22,3/22,3572053,3572053
2021-03-23,3/23,3645569,3645569
2021-03-24,3/24,3727462,3727462
2021-03-25,3/25,3824092,3824092
2021-03-26,3/26,3919572,3919572
2021-03-27,3/27,4001495,4001495
2021-03-28,3/28,4061889,4061889
2021-03-29,3/29,4136552,4136552
2021-03-30,3/30,4220810,4220810
2021-03-31,3/31,4320424,4320424
2021-04-01,4/1,4434172,4434172
2021-04-02,4/2,4541420,4541420
2021-04-03,4/3,4627723,4627723
2021-04-04,4/4,4679890,4679890
2021-04-05,4/5,4764097,4764097
2021-04-06,4/6,4861357,4861357
2021-04-07,4/7,4966030,4966030
2021-04-08,4/8,5082009,5082009
2021-04-09,4/9,5195566,5195566
2021-04-10,4/10,5289372,5289372
2021-04-11,4/11,5359080,5359080
2021-04-12,4/12,5445220,5445220
2021-04-13,4/13,5528535,5528535
2021-04-14,4/14,5615360,5615360
2021-04-15,4/15,5707674,5707674
2021-04-16,4/16,5797615,5797615
2021-04-17,4/17,5871453,5871453
2021-04-18,4/18,5910925,5910925
2021-04-19,4/19,5972364,5972364
2021-04-20,4/20,6039118,6039118
2021-04-21,4/21,6109644,6109644
2021-04-22,4/22,6183263,6183263
2021-04-23,4/23,6253450,6253450
2021-04-24,4/24,6314989,6314989
2021-04-25,4/25,6353351,6353351
2021-04-26,4/26,6405385,6405385
2021-04-27,4/27,6466765,6466765
2021-04-28,4/28,6533877,6533877
2021-04-29,4/29,6603509,6603509
2021-04-30,4/30,6671928,6671928
2021-05-01,5/1,6738035,6738035
2021-05-02,5/2,6787225,6787225
2021-05-03,5/3,6858569,6858569
2021-05-04,5/4,6934923,6934923
2021-05-05,5/5,7001798,7001798
2021-05-06,5/6,7070433,7070433
2021-05-07,5/7,7141980,7141980
2021-05-08,5/8,7195109,7195109
2021-05-09,5/9,7219454,7219454
2021-05-10,5/10,7259350,7259350
2021-05-11,5/11,7305721,7305721
2021-05-12,5/12,7349639,7349639
2021-05-13,5/13,7396623,7396623
2021-05-14,5/14,7442833,7442833
2021-05-15,5/15,7469362,7469362
