Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,358409,0.103038228982914,0.103038228982914
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5411,0.0015555966982597,0.0015555966982597
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,10149,0.0029177140806944,0.0029177140806944
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,473166,0.1360294709533787,0.1360294709533787
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,762065,0.2190844202290243,0.2190844202290243
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,737889,0.2121341142269682,0.2121341142269682
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1131319,0.3252404548287608,0.3252404548287608
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,65581,0.1075923823523621,0.1075923823523621
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,863,0.0014158403496453,0.0014158403496453
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1524,0.0025002789025022,0.0025002789025022
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,49054,0.0804781373250297,0.0804781373250297
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,74579,0.1223545277360336,0.1223545277360336
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,80333,0.1317945571356385,0.1317945571356385
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,337598,0.5538642761987886,0.5538642761987886
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,266330,0.1006739442617213,0.1006739442617213
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4326,0.0016352475608313,0.0016352475608313
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7591,0.0028694323241495,0.0028694323241495
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,333987,0.1262485961857076,0.1262485961857076
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,605385,0.2288382673633542,0.2288382673633542
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,596639,0.2255322398166527,0.2255322398166527
18 to 64 years,18 to 64 years,White,White,NYC,NYC,831213,0.3142022724875835,0.3142022724875835
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,47293,0.1038379624547151,0.1038379624547151
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,716,0.0015720715775607,0.0015720715775607
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1134,0.002489845208036,0.002489845208036
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,39427,0.0865671314084971,0.0865671314084971
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,63552,0.1395367219233725,0.1395367219233725
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,66370,0.1457240092216489,0.1457240092216489
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,236958,0.5202722582061698,0.5202722582061698
65+ years,65+ years,Other,Other,NYC,NYC,87994,0.109494300930765,0.109494300930765
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,1019,0.0012679806878702,0.0012679806878702
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2287,0.0028458016027077,0.0028458016027077
65+ years,65+ years,Black,Black,NYC,NYC,135704,0.168861679358917,0.168861679358917
65+ years,65+ years,Latino,Latino,NYC,NYC,150045,0.1867067343586681,0.1867067343586681
65+ years,65+ years,Asian,Asian,NYC,NYC,133187,0.1657296799561993,0.1657296799561993
65+ years,65+ years,White,White,NYC,NYC,293404,0.3650938231048728,0.3650938231048728
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17892,0.119855305466238,0.119855305466238
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,136,0.0009110396570204,0.0009110396570204
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,378,0.002532154340836,0.002532154340836
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9344,0.062593783494105,0.062593783494105
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10302,0.0690112540192926,0.0690112540192926
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13190,0.0883574490889603,0.0883574490889603
65+ years,65+ years,White,White,Non- NYC,Non- NYC,98038,0.6567390139335478,0.6567390139335478
