Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,84542,59367,0.3326994617072178
STATEN ISLAND,Staten Island,F,Female,98650,71539,0.3673796167483857
QUEENS,Queens,M,Male,431947,279201,0.3194384559542794
QUEENS,Queens,F,Female,499253,332497,0.3518031359070568
MANHATTAN,Manhattan,M,Male,377928,249034,0.3838948747160456
MANHATTAN,Manhattan,F,Female,442879,304807,0.4146753780480964
BROOKLYN,Brooklyn,M,Male,394173,242831,0.2644994057081262
BROOKLYN,Brooklyn,F,Female,478986,310073,0.290667430018204
THE BRONX,Bronx,M,Male,195819,137810,0.2817352315280176
THE BRONX,Bronx,F,Female,245860,177641,0.3048964895629414
%all%,%all%,M,Male,1484409,968243,0.3114918321306516
%all%,%all%,F,Female,1765628,1196557,0.3395172678629363
