Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5488,4687,0.5541755023730184
STATEN ISLAND,Staten Island,75to84,75 to 84,16234,13962,0.7139276133515108
STATEN ISLAND,Staten Island,65to74,65 to 74,34718,29492,0.744079384470306
STATEN ISLAND,Staten Island,55to64,55 to 64,40457,29764,0.611779827612279
STATEN ISLAND,Staten Island,45to54,45 to 54,30843,20184,0.4806301813875212
STATEN ISLAND,Staten Island,35to44,35 to 44,23809,14919,0.4023557643559672
STATEN ISLAND,Staten Island,25to34,25 to 34,20183,11983,0.3118558692192401
STATEN ISLAND,Staten Island,18to24,18 to 24,10792,4845,0.2720302536720531
STATEN ISLAND,Staten Island,%all%,%all%,182524,129836,0.4891201057797276
QUEENS,Queens,85andUp,85+,25647,21235,0.4967923049298348
QUEENS,Queens,75to84,75 to 84,68181,56623,0.6212625877218182
QUEENS,Queens,65to74,65 to 74,145571,118811,0.6974280317024802
QUEENS,Queens,55to64,55 to 64,186653,128967,0.6184996598240566
QUEENS,Queens,45to54,45 to 54,161246,98283,0.5349088165420942
QUEENS,Queens,35to44,35 to 44,148503,85602,0.481200775494567
QUEENS,Queens,25to34,25 to 34,142991,78312,0.3944599599305618
QUEENS,Queens,18to24,18 to 24,54276,23518,0.3106348441619504
QUEENS,Queens,%all%,%all%,933068,611351,0.5129116683895952
MANHATTAN,Manhattan,85andUp,85+,23678,20854,0.5945418556042158
MANHATTAN,Manhattan,75to84,75 to 84,62278,55869,0.7272232422918058
MANHATTAN,Manhattan,65to74,65 to 74,111929,99062,0.7572649664727076
MANHATTAN,Manhattan,55to64,55 to 64,124462,93076,0.6844440306725654
MANHATTAN,Manhattan,45to54,45 to 54,116179,74915,0.601442614219605
MANHATTAN,Manhattan,35to44,35 to 44,128684,76261,0.5547997686201286
MANHATTAN,Manhattan,25to34,25 to 34,189690,102514,0.5275945968513992
MANHATTAN,Manhattan,18to24,18 to 24,65050,29102,0.4517757738962964
MANHATTAN,Manhattan,%all%,%all%,821950,551653,0.5940003885034036
BROOKLYN,Brooklyn,85andUp,85+,20717,16612,0.4063750490388388
BROOKLYN,Brooklyn,75to84,75 to 84,58311,47217,0.5466946681542458
BROOKLYN,Brooklyn,65to74,65 to 74,127120,102095,0.604633685782642
BROOKLYN,Brooklyn,55to64,55 to 64,146765,100298,0.5136402610810716
BROOKLYN,Brooklyn,45to54,45 to 54,134950,81859,0.4568907728039112
BROOKLYN,Brooklyn,35to44,35 to 44,153668,86523,0.4292570100506724
BROOKLYN,Brooklyn,25to34,25 to 34,183984,95875,0.3914211738975962
BROOKLYN,Brooklyn,18to24,18 to 24,50426,21563,0.2426335837393718
BROOKLYN,Brooklyn,%all%,%all%,875941,552042,0.4413157208557702
THE BRONX,Bronx,85andUp,85+,11983,10097,0.4504179267742154
THE BRONX,Bronx,75to84,75 to 84,35030,29507,0.605106441367759
THE BRONX,Bronx,65to74,65 to 74,73540,60759,0.6979838495618406
THE BRONX,Bronx,55to64,55 to 64,99750,73372,0.6103457257821806
THE BRONX,Bronx,45to54,45 to 54,80897,54806,0.4650963400071156
THE BRONX,Bronx,35to44,35 to 44,62777,40220,0.3503375767019366
THE BRONX,Bronx,25to34,25 to 34,50627,31280,0.2231213371061557
THE BRONX,Bronx,18to24,18 to 24,23897,11841,0.1725943878868329
THE BRONX,Bronx,%all%,%all%,438501,311882,0.4091355264546231
%all%,%all%,85andUp,85+,87513,73485,0.4890688394863026
%all%,%all%,75to84,75 to 84,240034,203178,0.627253573971262
%all%,%all%,65to74,65 to 74,492878,410219,0.6857003735418304
%all%,%all%,55to64,55 to 64,598087,425477,0.5987309850077286
%all%,%all%,45to54,45 to 54,524115,330047,0.5097963499198026
%all%,%all%,35to44,35 to 44,517441,303525,0.4551308551454562
%all%,%all%,25to34,25 to 34,587475,319964,0.3959529527215426
%all%,%all%,18to24,18 to 24,204441,90869,0.2901226968478369
%all%,%all%,%all%,%all%,3251984,2156764,0.4902960389459632
