Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,83819,58548,0.4697312678901964
STATEN ISLAND,Staten Island,F,Female,97948,70685,0.5029997442132388
QUEENS,Queens,M,Male,425892,274398,0.4872700415946932
QUEENS,Queens,F,Female,492852,327048,0.5214690031430802
MANHATTAN,Manhattan,M,Male,374369,244945,0.5771032885171152
MANHATTAN,Manhattan,F,Female,439331,300483,0.5976888605355134
BROOKLYN,Brooklyn,M,Male,389075,238035,0.4237931165126742
BROOKLYN,Brooklyn,F,Female,473486,304928,0.443853411195426
THE BRONX,Bronx,M,Male,193512,135720,0.3956109725233999
THE BRONX,Bronx,F,Female,243132,175022,0.4173028371852053
%all%,%all%,M,Male,1466667,951646,0.4718389814907688
%all%,%all%,F,Female,1746749,1178166,0.495631589738154
