Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3661901550992374
Latino,Latino,STATEN ISLAND,Staten Island,0.2617225183584355
Black,Black,STATEN ISLAND,Staten Island,0.2321045900220233
Asian,Asian,STATEN ISLAND,Staten Island,0.5226643436199376
White,White,QUEENS,Queens,0.3440767535417447
Latino,Latino,QUEENS,Queens,0.2691116987236902
Black,Black,QUEENS,Queens,0.2080830689498891
Asian,Asian,QUEENS,Queens,0.4762827858134166
White,White,MANHATTAN,Manhattan,0.4805386319433534
Latino,Latino,MANHATTAN,Manhattan,0.3112919111339683
Black,Black,MANHATTAN,Manhattan,0.2882621286070428
Asian,Asian,MANHATTAN,Manhattan,0.482826763006952
White,White,BROOKLYN,Brooklyn,0.340828035664783
Latino,Latino,BROOKLYN,Brooklyn,0.2405864673663917
Black,Black,BROOKLYN,Brooklyn,0.2119654364896444
Asian,Asian,BROOKLYN,Brooklyn,0.462792715036429
White,White,THE BRONX,Bronx,0.3584852614364266
Latino,Latino,THE BRONX,Bronx,0.2286416830735684
Black,Black,THE BRONX,Bronx,0.227131362119835
Asian,Asian,THE BRONX,Bronx,0.4042708488535799
White,White,%all%,%all%,0.3877702312585009
Latino,Latino,%all%,%all%,0.2577628728666951
Black,Black,%all%,%all%,0.2236301540510233
Asian,Asian,%all%,%all%,0.4727075889050768
