Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.4159542257245244
Latino,Latino,STATEN ISLAND,Staten Island,0.3407927171318789
Black,Black,STATEN ISLAND,Staten Island,0.2917384399212168
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.675317494077592
White,White,QUEENS,Queens,0.433192059761984
Latino,Latino,QUEENS,Queens,0.4020646298584332
Black,Black,QUEENS,Queens,0.2801523248783931
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.6612202061426372
White,White,MANHATTAN,Manhattan,0.5867854224699002
Latino,Latino,MANHATTAN,Manhattan,0.4081055913060791
Black,Black,MANHATTAN,Manhattan,0.3616821353615603
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6676782814670432
White,White,BROOKLYN,Brooklyn,0.4340245297062879
Latino,Latino,BROOKLYN,Brooklyn,0.3448807355665685
Black,Black,BROOKLYN,Brooklyn,0.2800615077891093
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.6705882120233756
White,White,THE BRONX,Bronx,0.4335237555792294
Latino,Latino,THE BRONX,Bronx,0.3042342408310999
Black,Black,THE BRONX,Bronx,0.284722311330954
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.5271534145119088
White,White,%all%,%all%,0.478691548453908
Latino,Latino,%all%,%all%,0.3581411435938997
Black,Black,%all%,%all%,0.2907536154947161
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.6592465594447088
