Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,90732,69708,0.5084725109845416
STATEN ISLAND,Staten Island,F,Female,104649,82617,0.5374118943946912
QUEENS,Queens,M,Male,491160,344159,0.5619442338190188
QUEENS,Queens,F,Female,558926,403693,0.5913795298603824
MANHATTAN,Manhattan,M,Male,409188,308265,0.6307780302902786
MANHATTAN,Manhattan,F,Female,474025,366803,0.644888391930792
BROOKLYN,Brooklyn,M,Male,438115,306162,0.4772090759903624
BROOKLYN,Brooklyn,F,Female,524981,379982,0.4921256545342122
THE BRONX,Bronx,M,Male,218403,160961,0.4464974948945186
THE BRONX,Bronx,F,Female,270593,205679,0.4644358892389988
%all%,%all%,M,Male,1647598,1189255,0.5300459901437938
%all%,%all%,F,Female,1933174,1438774,0.5485287828190918
