Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2111,2111
2020-12-16,12/16,6620,6620
2020-12-17,12/17,11109,11109
2020-12-18,12/18,16887,16887
2020-12-19,12/19,18572,18572
2020-12-20,12/20,19676,19676
2020-12-21,12/21,25946,25946
2020-12-22,12/22,35662,35662
2020-12-23,12/23,49887,49887
2020-12-24,12/24,57121,57121
2020-12-25,12/25,57301,57301
2020-12-26,12/26,61649,61649
2020-12-27,12/27,65486,65486
2020-12-28,12/28,76430,76430
2020-12-29,12/29,87101,87101
2020-12-30,12/30,99896,99896
2020-12-31,12/31,107130,107130
2021-01-01,1/1,107294,107294
2021-01-02,1/2,111099,111099
2021-01-03,1/3,114640,114640
2021-01-04,1/4,127603,127603
2021-01-05,1/5,143623,143623
2021-01-06,1/6,165124,165124
2021-01-07,1/7,186555,186555
2021-01-08,1/8,208344,208344
2021-01-09,1/9,217428,217428
2021-01-10,1/10,226204,226204
2021-01-11,1/11,259111,259111
2021-01-12,1/12,294733,294733
2021-01-13,1/13,335530,335530
2021-01-14,1/14,376240,376240
2021-01-15,1/15,408600,408600
2021-01-16,1/16,440884,440884
2021-01-17,1/17,466129,466129
2021-01-18,1/18,495203,495203
2021-01-19,1/19,538412,538412
2021-01-20,1/20,582248,582248
2021-01-21,1/21,615309,615309
2021-01-22,1/22,643798,643798
2021-01-23,1/23,662287,662287
2021-01-24,1/24,672627,672627
2021-01-25,1/25,696647,696647
2021-01-26,1/26,723507,723507
2021-01-27,1/27,755965,755965
2021-01-28,1/28,797787,797787
2021-01-29,1/29,840364,840364
2021-01-30,1/30,862296,862296
2021-01-31,1/31,877906,877906
2021-02-01,2/1,884229,884229
2021-02-02,2/2,896178,896178
2021-02-03,2/3,932750,932750
2021-02-04,2/4,978473,978473
2021-02-05,2/5,1025025,1025025
2021-02-06,2/6,1058682,1058682
2021-02-07,2/7,1078694,1078694
2021-02-08,2/8,1118319,1118319
2021-02-09,2/9,1162915,1162915
2021-02-10,2/10,1210765,1210765
2021-02-11,2/11,1271115,1271115
2021-02-12,2/12,1338905,1338905
2021-02-13,2/13,1391080,1391080
2021-02-14,2/14,1430531,1430531
2021-02-15,2/15,1453037,1453037
2021-02-16,2/16,1492982,1492982
2021-02-17,2/17,1530340,1530340
2021-02-18,2/18,1566334,1566334
2021-02-19,2/19,1602680,1602680
2021-02-20,2/20,1639610,1639610
2021-02-21,2/21,1663223,1663223
2021-02-22,2/22,1687383,1687383
2021-02-23,2/23,1725947,1725947
2021-02-24,2/24,1781532,1781532
2021-02-25,2/25,1865042,1865042
2021-02-26,2/26,1958118,1958118
2021-02-27,2/27,2031194,2031194
2021-02-28,2/28,2089048,2089048
2021-03-01,3/1,2139668,2139668
2021-03-02,3/2,2197863,2197863
2021-03-03,3/3,2261113,2261113
2021-03-04,3/4,2343022,2343022
2021-03-05,3/5,2429137,2429137
2021-03-06,3/6,2499307,2499307
2021-03-07,3/7,2555613,2555613
2021-03-08,3/8,2617295,2617295
2021-03-09,3/9,2675369,2675369
2021-03-10,3/10,2745519,2745519
2021-03-11,3/11,2829344,2829344
2021-03-12,3/12,2913430,2913430
2021-03-13,3/13,2984416,2984416
2021-03-14,3/14,3034200,3034200
2021-03-15,3/15,3088043,3088043
2021-03-16,3/16,3149994,3149994
2021-03-17,3/17,3219798,3219798
2021-03-18,3/18,3300325,3300325
2021-03-19,3/19,3381181,3381181
2021-03-20,3/20,3448083,3448083
2021-03-21,3/21,3496183,3496183
2021-03-22,3/22,3558903,3558903
2021-03-23,3/23,3632185,3632185
2021-03-24,3/24,3713740,3713740
2021-03-25,3/25,3809708,3809708
2021-03-26,3/26,3904668,3904668
2021-03-27,3/27,3986214,3986214
2021-03-28,3/28,4046491,4046491
2021-03-29,3/29,4120852,4120852
2021-03-30,3/30,4204126,4204126
2021-03-31,3/31,4302587,4302587
2021-04-01,4/1,4414319,4414319
2021-04-02,4/2,4520438,4520438
2021-04-03,4/3,4605191,4605191
2021-04-04,4/4,4656845,4656845
2021-04-05,4/5,4739955,4739955
2021-04-06,4/6,4835151,4835151
2021-04-07,4/7,4936926,4936926
2021-04-08,4/8,5050664,5050664
2021-04-09,4/9,5162478,5162478
2021-04-10,4/10,5254181,5254181
2021-04-11,4/11,5304663,5304663
2021-04-12,4/12,5370153,5370153
2021-04-13,4/13,5435463,5435463
2021-04-14,4/14,5507648,5507648
2021-04-15,4/15,5585427,5585427
2021-04-16,4/16,5650662,5650662
2021-04-17,4/17,5693134,5693134
