Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5875,5261,0.5932545693224276
STATEN ISLAND,Staten Island,75to84,75 to 84,16973,15408,0.7464268437486258
STATEN ISLAND,Staten Island,65to74,65 to 74,36442,32977,0.7810283117940806
STATEN ISLAND,Staten Island,55to64,55 to 64,44174,37904,0.6679872977468624
STATEN ISLAND,Staten Island,45to54,45 to 54,34831,28636,0.5427756653992396
STATEN ISLAND,Staten Island,35to44,35 to 44,27551,21962,0.465592996924325
STATEN ISLAND,Staten Island,25to34,25 to 34,23731,18381,0.3666774826557889
STATEN ISLAND,Staten Island,18to24,18 to 24,13904,9581,0.3504733735226303
STATEN ISLAND,Staten Island,%all%,%all%,203481,170110,0.545279789201227
QUEENS,Queens,85andUp,85+,28339,24766,0.5489373856360036
QUEENS,Queens,75to84,75 to 84,73964,65620,0.6739570560457688
QUEENS,Queens,65to74,65 to 74,158616,139816,0.7599263910842172
QUEENS,Queens,55to64,55 to 64,216076,176543,0.7159967024164778
QUEENS,Queens,45to54,45 to 54,196780,151085,0.6527873988759616
QUEENS,Queens,35to44,35 to 44,186488,138530,0.6042852347793026
QUEENS,Queens,25to34,25 to 34,182077,131909,0.5022839627967978
QUEENS,Queens,18to24,18 to 24,78364,48282,0.4484963690748596
QUEENS,Queens,%all%,%all%,1120704,876551,0.6160560199373388
MANHATTAN,Manhattan,85andUp,85+,24938,22672,0.6261797784888056
MANHATTAN,Manhattan,75to84,75 to 84,64751,60005,0.7561005838600584
MANHATTAN,Manhattan,65to74,65 to 74,117149,108053,0.7925813109856358
MANHATTAN,Manhattan,55to64,55 to 64,136322,118340,0.749664790452873
MANHATTAN,Manhattan,45to54,45 to 54,131122,109890,0.678800458445184
MANHATTAN,Manhattan,35to44,35 to 44,147960,121429,0.6379050524154846
MANHATTAN,Manhattan,25to34,25 to 34,219928,175327,0.611697108420763
MANHATTAN,Manhattan,18to24,18 to 24,80707,57462,0.5605144870691527
MANHATTAN,Manhattan,%all%,%all%,922877,773178,0.6669375224050802
BROOKLYN,Brooklyn,85andUp,85+,22782,19225,0.446881129854845
BROOKLYN,Brooklyn,75to84,75 to 84,63233,54713,0.5928408696712014
BROOKLYN,Brooklyn,65to74,65 to 74,138291,119509,0.6577674405330974
BROOKLYN,Brooklyn,55to64,55 to 64,168467,135727,0.5895917545977918
BROOKLYN,Brooklyn,45to54,45 to 54,160038,123873,0.5418294590440336
BROOKLYN,Brooklyn,35to44,35 to 44,182791,141494,0.5106093534384026
BROOKLYN,Brooklyn,25to34,25 to 34,219347,167457,0.4666550364755416
BROOKLYN,Brooklyn,18to24,18 to 24,69873,43665,0.3362062506766574
BROOKLYN,Brooklyn,%all%,%all%,1024822,805663,0.5163247977647492
THE BRONX,Bronx,85andUp,85+,13210,11492,0.4965384972617362
THE BRONX,Bronx,75to84,75 to 84,37654,33467,0.6504332841353584
THE BRONX,Bronx,65to74,65 to 74,79713,70129,0.756573111233655
THE BRONX,Bronx,55to64,55 to 64,113606,93963,0.6951271831900794
THE BRONX,Bronx,45to54,45 to 54,96643,75363,0.5556238870082656
THE BRONX,Bronx,35to44,35 to 44,78395,58040,0.4374964449646896
THE BRONX,Bronx,25to34,25 to 34,64573,46268,0.2845836036296006
THE BRONX,Bronx,18to24,18 to 24,34282,20832,0.2475993139530654
THE BRONX,Bronx,%all%,%all%,518076,409554,0.4833815590010178
%all%,%all%,85andUp,85+,95144,83416,0.5317148956621848
%all%,%all%,75to84,75 to 84,256575,229213,0.6704782894993065
%all%,%all%,65to74,65 to 74,530211,470484,0.7376386869691638
%all%,%all%,55to64,55 to 64,678645,562477,0.6793757251379314
%all%,%all%,45to54,45 to 54,619414,488847,0.6024918124633422
%all%,%all%,35to44,35 to 44,623185,481455,0.5481411831760938
%all%,%all%,25to34,25 to 34,709656,539342,0.4783018658097094
%all%,%all%,18to24,18 to 24,277130,179822,0.393275825188886
%all%,%all%,%all%,%all%,3789960,3035056,0.5714057559211984
