Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,M,Male,80994,54379,0.3501232006224874
STATEN ISLAND,Staten Island,F,Female,95177,66030,0.3887742889470739
QUEENS,Queens,M,Male,392818,250486,0.3557605101186674
QUEENS,Queens,F,Female,457690,299732,0.393148369932679
MANHATTAN,Manhattan,M,Male,355878,227015,0.4660469564855422
MANHATTAN,Manhattan,F,Female,420485,280903,0.495965829856746
BROOKLYN,Brooklyn,M,Male,361060,218906,0.2978566137103467
BROOKLYN,Brooklyn,F,Female,443178,282289,0.3288380503506321
THE BRONX,Bronx,M,Male,183920,126420,0.2756827407478105
THE BRONX,Bronx,F,Female,232162,163064,0.3079574375544698
%all%,%all%,M,Male,1374670,877206,0.3455297686898242
%all%,%all%,F,Female,1648692,1092018,0.3782813186897206
