Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3193509839931475
Latino,Latino,STATEN ISLAND,Staten Island,0.2075069383334462
Black,Black,STATEN ISLAND,Staten Island,0.1949374454466104
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.4822088047365028
White,White,QUEENS,Queens,0.3187745536216705
Latino,Latino,QUEENS,Queens,0.2373582522800358
Black,Black,QUEENS,Queens,0.1880067968135054
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.4529159061408766
White,White,MANHATTAN,Manhattan,0.475051540992672
Latino,Latino,MANHATTAN,Manhattan,0.2844275577134787
Black,Black,MANHATTAN,Manhattan,0.2671384813754138
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.5146342616362112
White,White,BROOKLYN,Brooklyn,0.2959444069064284
Latino,Latino,BROOKLYN,Brooklyn,0.2089960490325195
Black,Black,BROOKLYN,Brooklyn,0.1891770725691733
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.4403638466467656
White,White,THE BRONX,Bronx,0.3238627023026185
Latino,Latino,THE BRONX,Bronx,0.1889365832981332
Black,Black,THE BRONX,Bronx,0.1920738710650471
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3607350447885597
White,White,%all%,%all%,0.3556206319519638
Latino,Latino,%all%,%all%,0.2224419146802884
Black,Black,%all%,%all%,0.1982448703287459
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.4566965132510078
