Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5746,5057,0.5802282136726244
STATEN ISLAND,Staten Island,75to84,75 to 84,16700,14866,0.7344210387440082
STATEN ISLAND,Staten Island,65to74,65 to 74,35884,31657,0.7690692042264088
STATEN ISLAND,Staten Island,55to64,55 to 64,42853,34969,0.6480114925147438
STATEN ISLAND,Staten Island,45to54,45 to 54,33408,25268,0.5206008851212368
STATEN ISLAND,Staten Island,35to44,35 to 44,26246,18974,0.4435393923006726
STATEN ISLAND,Staten Island,25to34,25 to 34,22526,15386,0.3480585299525642
STATEN ISLAND,Staten Island,18to24,18 to 24,12826,6823,0.3233005961450846
STATEN ISLAND,Staten Island,%all%,%all%,196189,153000,0.5257389955995868
QUEENS,Queens,85andUp,85+,27572,23601,0.5340802991197958
QUEENS,Queens,75to84,75 to 84,72357,62703,0.6593141353131754
QUEENS,Queens,65to74,65 to 74,154773,132445,0.741514647496328
QUEENS,Queens,55to64,55 to 64,207878,158805,0.6888315338350052
QUEENS,Queens,45to54,45 to 54,186548,128920,0.6188443118483224
QUEENS,Queens,35to44,35 to 44,175203,114850,0.5677179549839034
QUEENS,Queens,25to34,25 to 34,170591,105261,0.470598282580823
QUEENS,Queens,18to24,18 to 24,71290,32920,0.4080101341348929
QUEENS,Queens,%all%,%all%,1066212,759505,0.5861015229083056
MANHATTAN,Manhattan,85andUp,85+,24578,22059,0.6171403719503512
MANHATTAN,Manhattan,75to84,75 to 84,64016,58452,0.7475179530259842
MANHATTAN,Manhattan,65to74,65 to 74,115508,104720,0.7814789888887554
MANHATTAN,Manhattan,55to64,55 to 64,132617,110226,0.729290177047642
MANHATTAN,Manhattan,45to54,45 to 54,126523,97907,0.6549920715353642
MANHATTAN,Manhattan,35to44,35 to 44,141988,104735,0.6121577627897392
MANHATTAN,Manhattan,25to34,25 to 34,210788,142492,0.5862755542259094
MANHATTAN,Manhattan,18to24,18 to 24,75893,41699,0.5270809962845752
MANHATTAN,Manhattan,%all%,%all%,891911,682290,0.6445592560501968
BROOKLYN,Brooklyn,85andUp,85+,22211,18304,0.435680659081993
BROOKLYN,Brooklyn,75to84,75 to 84,61543,51874,0.576996277927265
BROOKLYN,Brooklyn,65to74,65 to 74,134307,112898,0.6388179392417346
BROOKLYN,Brooklyn,55to64,55 to 64,161298,122267,0.564502073599664
BROOKLYN,Brooklyn,45to54,45 to 54,151803,107102,0.5139487957313976
BROOKLYN,Brooklyn,35to44,35 to 44,173578,119607,0.4848737101450896
BROOKLYN,Brooklyn,25to34,25 to 34,208944,134634,0.4445229245959395
BROOKLYN,Brooklyn,18to24,18 to 24,63905,30134,0.3074901671531463
BROOKLYN,Brooklyn,%all%,%all%,977589,696820,0.4925279148203722
THE BRONX,Bronx,85andUp,85+,12918,11103,0.4855627787757086
THE BRONX,Bronx,75to84,75 to 84,36885,32221,0.6371496171809818
THE BRONX,Bronx,65to74,65 to 74,77746,66884,0.7379038940445316
THE BRONX,Bronx,55to64,55 to 64,109014,86529,0.667029864164598
THE BRONX,Bronx,45to54,45 to 54,91229,66945,0.5244974968479565
THE BRONX,Bronx,35to44,35 to 44,73033,49954,0.4075729047146651
THE BRONX,Bronx,25to34,25 to 34,59705,38877,0.2631295441547598
THE BRONX,Bronx,18to24,18 to 24,30555,15613,0.2206813207466283
THE BRONX,Bronx,%all%,%all%,491085,368126,0.4581980885082784
%all%,%all%,85andUp,85+,93025,80124,0.519872805105679
%all%,%all%,75to84,75 to 84,251501,220116,0.6572189819248372
%all%,%all%,65to74,65 to 74,518218,448604,0.7209538185435348
%all%,%all%,55to64,55 to 64,653660,512796,0.6543638227551374
%all%,%all%,45to54,45 to 54,589511,426142,0.5734057526259938
%all%,%all%,35to44,35 to 44,590048,408120,0.5189945342886748
%all%,%all%,25to34,25 to 34,672554,436650,0.4532954460439752
%all%,%all%,18to24,18 to 24,254469,127189,0.3611175475769156
%all%,%all%,%all%,%all%,3622986,2659741,0.5462313728962624
