RESIDENCY_STATE-value,RESIDENCY_STATE-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,Measure Names-value,Measure Names-alias
NYC,NYC,1109656,[federated.04ghtom09lio1s11qfawz0n6jtw7 (copy 3)],[federated.04ghtom09lio1s11qfawz0n6jtw7 (copy 3)]
