Age Group (group)-value,Age Group (group)-alias,Race/ Ethnicity-value,Race/ Ethnicity-alias,Residency -value,Residency -alias,SUM(At least 1 dose)-alias,AGG(% at least 1 dose)-value,AGG(% at least 1 dose)-alias
All ages (includes <18),All ages (includes <18),Other,Other,NYC,NYC,347704,0.1040123413396289,0.1040123413396289
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,NYC,NYC,5218,0.0015609150228648,0.0015609150228648
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,NYC,NYC,9782,0.0029261921720321,0.0029261921720321
All ages (includes <18),All ages (includes <18),Black,Black,NYC,NYC,451812,0.1351552583960506,0.1351552583960506
All ages (includes <18),All ages (includes <18),Latino,Latino,NYC,NYC,712252,0.2130634049186473,0.2130634049186473
All ages (includes <18),All ages (includes <18),Asian,Asian,NYC,NYC,710124,0.2124268339779312,0.2124268339779312
All ages (includes <18),All ages (includes <18),White,White,NYC,NYC,1106019,0.3308550541728452,0.3308550541728452
All ages (includes <18),All ages (includes <18),Other,Other,Non- NYC,Non- NYC,63408,0.1066198540131257,0.1066198540131257
All ages (includes <18),All ages (includes <18),NH/PI,NH/PI,Non- NYC,Non- NYC,832,0.0013989988414541,0.0013989988414541
All ages (includes <18),All ages (includes <18),AI/AN,AI/AN,Non- NYC,Non- NYC,1465,0.0024633813734738,0.0024633813734738
All ages (includes <18),All ages (includes <18),Black,Black,Non- NYC,Non- NYC,47394,0.0796924892931188,0.0796924892931188
All ages (includes <18),All ages (includes <18),Latino,Latino,Non- NYC,Non- NYC,71369,0.1200061878794911,0.1200061878794911
All ages (includes <18),All ages (includes <18),Asian,Asian,Non- NYC,Non- NYC,78428,0.1318758186749531,0.1318758186749531
All ages (includes <18),All ages (includes <18),White,White,Non- NYC,Non- NYC,331815,0.5579432699243836,0.5579432699243836
18 to 64 years,18 to 64 years,Other,Other,NYC,NYC,257978,0.1019941961144014,0.1019941961144014
18 to 64 years,18 to 64 years,NH/PI,NH/PI,NYC,NYC,4161,0.0016450931863648,0.0016450931863648
18 to 64 years,18 to 64 years,AI/AN,AI/AN,NYC,NYC,7296,0.0028845469569137,0.0028845469569137
18 to 64 years,18 to 64 years,Black,Black,NYC,NYC,316532,0.1251441087398294,0.1251441087398294
18 to 64 years,18 to 64 years,Latino,Latino,NYC,NYC,561078,0.2218278286035092,0.2218278286035092
18 to 64 years,18 to 64 years,Asian,Asian,NYC,NYC,572220,0.2262329303296512,0.2262329303296512
18 to 64 years,18 to 64 years,White,White,NYC,NYC,810075,0.3202712960693304,0.3202712960693304
18 to 64 years,18 to 64 years,Other,Other,Non- NYC,Non- NYC,45792,0.1033831149039927,0.1033831149039927
18 to 64 years,18 to 64 years,NH/PI,NH/PI,Non- NYC,Non- NYC,691,0.0015600483140867,0.0015600483140867
18 to 64 years,18 to 64 years,AI/AN,AI/AN,Non- NYC,Non- NYC,1095,0.0024721460259406,0.0024721460259406
18 to 64 years,18 to 64 years,Black,Black,Non- NYC,Non- NYC,37952,0.0856830008917787,0.0856830008917787
18 to 64 years,18 to 64 years,Latino,Latino,Non- NYC,Non- NYC,60585,0.1367807917640286,0.1367807917640286
18 to 64 years,18 to 64 years,Asian,Asian,Non- NYC,Non- NYC,64640,0.1459356338966214,0.1459356338966214
18 to 64 years,18 to 64 years,White,White,Non- NYC,Non- NYC,232180,0.5241852642035514,0.5241852642035514
65+ years,65+ years,Other,Other,NYC,NYC,86175,0.1093502558167865,0.1093502558167865
65+ years,65+ years,NH/PI,NH/PI,NYC,NYC,997,0.0012651256750721,0.0012651256750721
65+ years,65+ years,AI/AN,AI/AN,NYC,NYC,2249,0.002853829130629,0.002853829130629
65+ years,65+ years,Black,Black,NYC,NYC,132356,0.1679508263288261,0.1679508263288261
65+ years,65+ years,Latino,Latino,NYC,NYC,145636,0.1848022495634872,0.1848022495634872
65+ years,65+ years,Asian,Asian,NYC,NYC,130789,0.165962409144435,0.165962409144435
65+ years,65+ years,White,White,NYC,NYC,289862,0.3678153043407642,0.3678153043407642
65+ years,65+ years,Other,Other,Non- NYC,Non- NYC,17270,0.1169412449807355,0.1169412449807355
65+ years,65+ years,NH/PI,NH/PI,Non- NYC,Non- NYC,134,0.0009073611365037,0.0009073611365037
65+ years,65+ years,AI/AN,AI/AN,Non- NYC,Non- NYC,359,0.0024309152836181,0.0024309152836181
65+ years,65+ years,Black,Black,Non- NYC,Non- NYC,9209,0.0623573784034507,0.0623573784034507
65+ years,65+ years,Latino,Latino,Non- NYC,Non- NYC,10157,0.068776619876626,0.068776619876626
65+ years,65+ years,Asian,Asian,Non- NYC,Non- NYC,13117,0.0888198211008864,0.0888198211008864
65+ years,65+ years,White,White,Non- NYC,Non- NYC,97435,0.6597666592181798,0.6597666592181798
