Date-value,Date-alias,SUM(Total Doses Administered (cumulative))-value,SUM(Total Doses Administered (cumulative))-alias
2020-12-14,12/14,77,77
2020-12-15,12/15,2116,2116
2020-12-16,12/16,6630,6630
2020-12-17,12/17,11125,11125
2020-12-18,12/18,16910,16910
2020-12-19,12/19,18595,18595
2020-12-20,12/20,19699,19699
2020-12-21,12/21,25969,25969
2020-12-22,12/22,35723,35723
2020-12-23,12/23,49976,49976
2020-12-24,12/24,57213,57213
2020-12-25,12/25,57392,57392
2020-12-26,12/26,61740,61740
2020-12-27,12/27,65579,65579
2020-12-28,12/28,76533,76533
2020-12-29,12/29,87244,87244
2020-12-30,12/30,100054,100054
2020-12-31,12/31,107288,107288
2021-01-01,1/1,107453,107453
2021-01-02,1/2,111259,111259
2021-01-03,1/3,114800,114800
2021-01-04,1/4,127768,127768
2021-01-05,1/5,143788,143788
2021-01-06,1/6,165293,165293
2021-01-07,1/7,186753,186753
2021-01-08,1/8,208552,208552
2021-01-09,1/9,217641,217641
2021-01-10,1/10,226428,226428
2021-01-11,1/11,259335,259335
2021-01-12,1/12,294961,294961
2021-01-13,1/13,335773,335773
2021-01-14,1/14,376492,376492
2021-01-15,1/15,408866,408866
2021-01-16,1/16,441163,441163
2021-01-17,1/17,466442,466442
2021-01-18,1/18,495526,495526
2021-01-19,1/19,538758,538758
2021-01-20,1/20,582599,582599
2021-01-21,1/21,615659,615659
2021-01-22,1/22,644158,644158
2021-01-23,1/23,662652,662652
2021-01-24,1/24,672993,672993
2021-01-25,1/25,697016,697016
2021-01-26,1/26,723875,723875
2021-01-27,1/27,756346,756346
2021-01-28,1/28,798182,798182
2021-01-29,1/29,840781,840781
2021-01-30,1/30,862719,862719
2021-01-31,1/31,878329,878329
2021-02-01,2/1,884660,884660
2021-02-02,2/2,896651,896651
2021-02-03,2/3,933247,933247
2021-02-04,2/4,979087,979087
2021-02-05,2/5,1025682,1025682
2021-02-06,2/6,1059437,1059437
2021-02-07,2/7,1079459,1079459
2021-02-08,2/8,1119106,1119106
2021-02-09,2/9,1163717,1163717
2021-02-10,2/10,1211588,1211588
2021-02-11,2/11,1271960,1271960
2021-02-12,2/12,1339957,1339957
2021-02-13,2/13,1392562,1392562
2021-02-14,2/14,1432148,1432148
2021-02-15,2/15,1454829,1454829
2021-02-16,2/16,1494988,1494988
2021-02-17,2/17,1532531,1532531
2021-02-18,2/18,1568670,1568670
2021-02-19,2/19,1605184,1605184
2021-02-20,2/20,1642134,1642134
2021-02-21,2/21,1665733,1665733
2021-02-22,2/22,1689969,1689969
2021-02-23,2/23,1728593,1728593
2021-02-24,2/24,1784235,1784235
2021-02-25,2/25,1867805,1867805
2021-02-26,2/26,1961132,1961132
2021-02-27,2/27,2034378,2034378
2021-02-28,2/28,2092297,2092297
2021-03-01,3/1,2143243,2143243
2021-03-02,3/2,2201649,2201649
2021-03-03,3/3,2265153,2265153
2021-03-04,3/4,2347507,2347507
2021-03-05,3/5,2434406,2434406
2021-03-06,3/6,2504996,2504996
2021-03-07,3/7,2561609,2561609
2021-03-08,3/8,2623768,2623768
2021-03-09,3/9,2682203,2682203
2021-03-10,3/10,2752723,2752723
2021-03-11,3/11,2837313,2837313
2021-03-12,3/12,2921973,2921973
2021-03-13,3/13,2993532,2993532
2021-03-14,3/14,3044093,3044093
2021-03-15,3/15,3098182,3098182
2021-03-16,3/16,3160484,3160484
2021-03-17,3/17,3230443,3230443
2021-03-18,3/18,3311309,3311309
2021-03-19,3/19,3392532,3392532
2021-03-20,3/20,3460022,3460022
2021-03-21,3/21,3508415,3508415
2021-03-22,3/22,3571290,3571290
2021-03-23,3/23,3644788,3644788
2021-03-24,3/24,3726730,3726730
2021-03-25,3/25,3823328,3823328
2021-03-26,3/26,3918792,3918792
2021-03-27,3/27,4000728,4000728
2021-03-28,3/28,4061122,4061122
2021-03-29,3/29,4135742,4135742
2021-03-30,3/30,4220022,4220022
2021-03-31,3/31,4319631,4319631
2021-04-01,4/1,4433389,4433389
2021-04-02,4/2,4540547,4540547
2021-04-03,4/3,4626840,4626840
2021-04-04,4/4,4678983,4678983
2021-04-05,4/5,4763112,4763112
2021-04-06,4/6,4860267,4860267
2021-04-07,4/7,4964810,4964810
2021-04-08,4/8,5080655,5080655
2021-04-09,4/9,5194166,5194166
2021-04-10,4/10,5287616,5287616
2021-04-11,4/11,5350606,5350606
2021-04-12,4/12,5429811,5429811
2021-04-13,4/13,5506918,5506918
2021-04-14,4/14,5589581,5589581
2021-04-15,4/15,5677887,5677887
2021-04-16,4/16,5763301,5763301
2021-04-17,4/17,5832365,5832365
2021-04-18,4/18,5871772,5871772
2021-04-19,4/19,5933145,5933145
2021-04-20,4/20,5999701,5999701
2021-04-21,4/21,6070144,6070144
2021-04-22,4/22,6143678,6143678
2021-04-23,4/23,6213795,6213795
2021-04-24,4/24,6275315,6275315
2021-04-25,4/25,6313680,6313680
2021-04-26,4/26,6365310,6365310
2021-04-27,4/27,6423494,6423494
2021-04-28,4/28,6490264,6490264
2021-04-29,4/29,6559759,6559759
2021-04-30,4/30,6627879,6627879
2021-05-01,5/1,6678248,6678248
2021-05-02,5/2,6709953,6709953
2021-05-03,5/3,6763044,6763044
2021-05-04,5/4,6810717,6810717
2021-05-05,5/5,6853987,6853987
2021-05-06,5/6,6898921,6898921
2021-05-07,5/7,6932177,6932177
