Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3969380897563019
Latino,Latino,STATEN ISLAND,Staten Island,0.3058054776259182
Black,Black,STATEN ISLAND,Staten Island,0.2655090730908675
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.6223432824992406
White,White,QUEENS,Queens,0.3935894544118848
Latino,Latino,QUEENS,Queens,0.3372876313492003
Black,Black,QUEENS,Queens,0.2457562534949567
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.5840849318882784
White,White,MANHATTAN,Manhattan,0.549622453334387
Latino,Latino,MANHATTAN,Manhattan,0.3642653770150267
Black,Black,MANHATTAN,Manhattan,0.3286000285998624
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.6067279159982228
White,White,BROOKLYN,Brooklyn,0.3993097507378248
Latino,Latino,BROOKLYN,Brooklyn,0.2982718645806607
Black,Black,BROOKLYN,Brooklyn,0.2498305832424799
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.5881832834301436
White,White,THE BRONX,Bronx,0.3956237438717074
Latino,Latino,THE BRONX,Bronx,0.2671968074724028
Black,Black,THE BRONX,Bronx,0.2560025230018739
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.4709498784237492
White,White,%all%,%all%,0.443660386408736
Latino,Latino,%all%,%all%,0.3107236785527164
Black,Black,%all%,%all%,0.2596697812166483
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.5855870617284122
