Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.3014385713164345
Latino,Latino,STATEN ISLAND,Staten Island,0.1914272026706228
Black,Black,STATEN ISLAND,Staten Island,0.1756266003771056
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3784813430639373
White,White,QUEENS,Queens,0.28661624840765
Latino,Latino,QUEENS,Queens,0.2083336905064241
Black,Black,QUEENS,Queens,0.1700709770418457
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3685129379528582
White,White,MANHATTAN,Manhattan,0.3865826389727805
Latino,Latino,MANHATTAN,Manhattan,0.2463308629600822
Black,Black,MANHATTAN,Manhattan,0.2199247690911575
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3397934589173927
White,White,BROOKLYN,Brooklyn,0.2641273334065391
Latino,Latino,BROOKLYN,Brooklyn,0.1841714663387338
Black,Black,BROOKLYN,Brooklyn,0.1653530191023583
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3369128441576879
White,White,THE BRONX,Bronx,0.3068498620015278
Latino,Latino,THE BRONX,Bronx,0.1830396509481011
Black,Black,THE BRONX,Bronx,0.1820570308814972
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3235082513623745
White,White,%all%,%all%,0.31236123232876
Latino,Latino,%all%,%all%,0.2016688269685038
Black,Black,%all%,%all%,0.176583848543047
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.35383955571285
