Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.2982303540084442
Latino,Latino,STATEN ISLAND,Staten Island,0.1868552800391699
Black,Black,STATEN ISLAND,Staten Island,0.1730661854538252
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.3722591302806671
White,White,QUEENS,Queens,0.2811260303050608
Latino,Latino,QUEENS,Queens,0.2018119726938239
Black,Black,QUEENS,Queens,0.1665911246541488
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.3623324020070938
White,White,MANHATTAN,Manhattan,0.3805451057017028
Latino,Latino,MANHATTAN,Manhattan,0.2382835310210964
Black,Black,MANHATTAN,Manhattan,0.2150396805791153
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.3320677448697378
White,White,BROOKLYN,Brooklyn,0.258865898281121
Latino,Latino,BROOKLYN,Brooklyn,0.1785114223264902
Black,Black,BROOKLYN,Brooklyn,0.1624984550798471
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.3286214598935328
White,White,THE BRONX,Bronx,0.3004697326109207
Latino,Latino,THE BRONX,Bronx,0.1774000875976133
Black,Black,THE BRONX,Bronx,0.1776956091993716
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.3180579472421107
White,White,%all%,%all%,0.3069727901008658
Latino,Latino,%all%,%all%,0.195393574568067
Black,Black,%all%,%all%,0.1730315086690632
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.3468852438178376
