Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5325,4455,0.4498636776734323
STATEN ISLAND,Staten Island,75to84,75 to 84,15863,13230,0.5818197809930076
STATEN ISLAND,Staten Island,65to74,65 to 74,33760,27820,0.596240810990377
STATEN ISLAND,Staten Island,55to64,55 to 64,38302,25659,0.3880084681687585
STATEN ISLAND,Staten Island,45to54,45 to 54,28498,17525,0.2730941843794802
STATEN ISLAND,Staten Island,35to44,35 to 44,21630,13125,0.221803494778112
STATEN ISLAND,Staten Island,25to34,25 to 34,17981,10448,0.1614363633554289
STATEN ISLAND,Staten Island,18to24,18 to 24,8697,4003,0.1009022521728344
STATEN ISLAND,Staten Island,<18,<18,1161,110,0.0010682210434688
STATEN ISLAND,Staten Island,%all%,%all%,171217,116375,0.2444118678632258
QUEENS,Queens,85andUp,85+,24363,19705,0.3816934677990561
QUEENS,Queens,75to84,75 to 84,65016,52453,0.4779496709313816
QUEENS,Queens,65to74,65 to 74,138175,109023,0.5223272238309794
QUEENS,Queens,55to64,55 to 64,169542,108325,0.3589493640629453
QUEENS,Queens,45to54,45 to 54,140786,83354,0.2765140809325486
QUEENS,Queens,35to44,35 to 44,127632,73415,0.2378898401576643
QUEENS,Queens,25to34,25 to 34,118984,66978,0.1847678469010579
QUEENS,Queens,18to24,18 to 24,39271,19674,0.1125991216014852
QUEENS,Queens,<18,<18,3958,622,0.001384773292924
QUEENS,Queens,%all%,%all%,827727,533549,0.2352166328302472
MANHATTAN,Manhattan,85andUp,85+,23152,20132,0.5055037012004424
MANHATTAN,Manhattan,75to84,75 to 84,60970,53995,0.630502247463728
MANHATTAN,Manhattan,65to74,65 to 74,109022,94756,0.641079605491766
MANHATTAN,Manhattan,55to64,55 to 64,117388,80040,0.4401576402036938
MANHATTAN,Manhattan,45to54,45 to 54,106579,63651,0.3295124233957261
MANHATTAN,Manhattan,35to44,35 to 44,116005,65830,0.2838151500440075
MANHATTAN,Manhattan,25to34,25 to 34,165600,88352,0.2457379820813687
MANHATTAN,Manhattan,18to24,18 to 24,52572,24106,0.1674174758730841
MANHATTAN,Manhattan,<18,<18,4503,932,0.0040937006001485
MANHATTAN,Manhattan,%all%,%all%,755791,491794,0.3051929026316003
BROOKLYN,Brooklyn,85andUp,85+,19832,15652,0.3070223617104747
BROOKLYN,Brooklyn,75to84,75 to 84,55977,44192,0.4143220108568268
BROOKLYN,Brooklyn,65to74,65 to 74,121537,94979,0.4517582036024982
BROOKLYN,Brooklyn,55to64,55 to 64,134658,85287,0.2984828599926505
BROOKLYN,Brooklyn,45to54,45 to 54,120114,69837,0.236442244537286
BROOKLYN,Brooklyn,35to44,35 to 44,135021,74832,0.2090361075572788
BROOKLYN,Brooklyn,25to34,25 to 34,155201,82245,0.1749740980042167
BROOKLYN,Brooklyn,18to24,18 to 24,37510,18215,0.0876446818667484
BROOKLYN,Brooklyn,<18,<18,3084,602,0.0010468414308378
BROOKLYN,Brooklyn,%all%,%all%,782934,485841,0.1897888318424566
THE BRONX,Bronx,85andUp,85+,11428,9300,0.3495691161645834
THE BRONX,Bronx,75to84,75 to 84,33757,27052,0.467294874447063
THE BRONX,Bronx,65to74,65 to 74,70608,55206,0.5239719390659636
THE BRONX,Bronx,55to64,55 to 64,92930,60957,0.3729808963058084
THE BRONX,Bronx,45to54,45 to 54,73185,45718,0.2628437948557463
THE BRONX,Bronx,35to44,35 to 44,55664,34065,0.1901054454712947
THE BRONX,Bronx,25to34,25 to 34,43892,26541,0.1169704586116989
THE BRONX,Bronx,18to24,18 to 24,18835,9133,0.0659624448495813
THE BRONX,Bronx,<18,<18,1548,253,0.0007244174317248
THE BRONX,Bronx,%all%,%all%,401847,268225,0.1887551816754744
%all%,%all%,85andUp,85+,84100,69244,0.3869720238294828
%all%,%all%,75to84,75 to 84,231583,190922,0.4989147656154598
%all%,%all%,65to74,65 to 74,473102,381784,0.5311444848670344
%all%,%all%,55to64,55 to 64,552820,360268,0.3606559154550498
%all%,%all%,45to54,45 to 54,469162,280085,0.2724331695663889
%all%,%all%,35to44,35 to 44,455952,261267,0.22980527853666
%all%,%all%,25to34,25 to 34,501658,274564,0.1850537069850421
%all%,%all%,18to24,18 to 24,156885,75131,0.1066185761998564
%all%,%all%,<18,<18,14254,2519,0.0014781804005877
%all%,%all%,%all%,%all%,2939516,1895784,0.2273990181144674
