Demo (group)-value,Demo (group)-alias,Borough-value,Borough-alias,AGG(Select indicator %)-alias
White,White,STATEN ISLAND,Staten Island,0.224719853643577
Latino,Latino,STATEN ISLAND,Staten Island,0.1157178636702092
Black,Black,STATEN ISLAND,Staten Island,0.1161343747901793
Asian & NH/PI,Asian & NH/PI,STATEN ISLAND,Staten Island,0.2600386892549388
White,White,QUEENS,Queens,0.2170604619686163
Latino,Latino,QUEENS,Queens,0.1327407676260379
Black,Black,QUEENS,Queens,0.1223707523313718
Asian & NH/PI,Asian & NH/PI,QUEENS,Queens,0.2649497311604574
White,White,MANHATTAN,Manhattan,0.3140714499998353
Latino,Latino,MANHATTAN,Manhattan,0.174052757758774
Black,Black,MANHATTAN,Manhattan,0.1646172544825142
Asian & NH/PI,Asian & NH/PI,MANHATTAN,Manhattan,0.2613000476530518
White,White,BROOKLYN,Brooklyn,0.184071911506606
Latino,Latino,BROOKLYN,Brooklyn,0.1182767910122209
Black,Black,BROOKLYN,Brooklyn,0.1174361644224626
Asian & NH/PI,Asian & NH/PI,BROOKLYN,Brooklyn,0.2302767922729475
White,White,THE BRONX,Bronx,0.2303605320141882
Latino,Latino,THE BRONX,Bronx,0.1132911523241582
Black,Black,THE BRONX,Bronx,0.1226343381786468
Asian & NH/PI,Asian & NH/PI,THE BRONX,Bronx,0.2248336663016074
White,White,%all%,%all%,0.2345856189615418
Latino,Latino,%all%,%all%,0.1297228491617807
Black,Black,%all%,%all%,0.1248471942899957
Asian & NH/PI,Asian & NH/PI,%all%,%all%,0.2532703977328916
