Borough-value,Borough-alias,Demographics-value,Demographics-alias,SUM(AtLeast1Dose)-alias,SUM(Fully Vax)-alias,AGG(Select indicator %)-alias
STATEN ISLAND,Staten Island,85andUp,85+,5943,5373,0.6001211754013936
STATEN ISLAND,Staten Island,75to84,75 to 84,17131,15671,0.7533752583666828
STATEN ISLAND,Staten Island,65to74,65 to 74,36844,33685,0.7896440129449838
STATEN ISLAND,Staten Island,55to64,55 to 64,45088,39600,0.6818085588991382
STATEN ISLAND,Staten Island,45to54,45 to 54,35832,30459,0.5583743688836252
STATEN ISLAND,Staten Island,35to44,35 to 44,28573,23637,0.482864095717714
STATEN ISLAND,Staten Island,25to34,25 to 34,24597,20060,0.3800584063412599
STATEN ISLAND,Staten Island,18to24,18 to 24,14813,11002,0.3733862256897816
STATEN ISLAND,Staten Island,%all%,%all%,208821,179487,0.559589695651139
QUEENS,Queens,85andUp,85+,28747,25292,0.5568405033656162
QUEENS,Queens,75to84,75 to 84,74821,67070,0.6817660063057768
QUEENS,Queens,65to74,65 to 74,160622,143637,0.7695371008519264
QUEENS,Queens,55to64,55 to 64,221326,187951,0.7333932790269598
QUEENS,Queens,45to54,45 to 54,203367,165037,0.6746387587519448
QUEENS,Queens,35to44,35 to 44,193982,152942,0.6285683712247366
QUEENS,Queens,25to34,25 to 34,189977,147736,0.5240771783379956
QUEENS,Queens,18to24,18 to 24,83235,58487,0.476374295339007
QUEENS,Queens,%all%,%all%,1156077,948152,0.6355007168361126
MANHATTAN,Manhattan,85andUp,85+,25179,23041,0.6322311589770484
MANHATTAN,Manhattan,75to84,75 to 84,65169,60805,0.7609815902391646
MANHATTAN,Manhattan,65to74,65 to 74,118090,109747,0.7989477248144988
MANHATTAN,Manhattan,55to64,55 to 64,138634,123059,0.7623789891554086
MANHATTAN,Manhattan,45to54,45 to 54,134003,115725,0.693714996972514
MANHATTAN,Manhattan,35to44,35 to 44,151795,129145,0.6544390202176836
MANHATTAN,Manhattan,25to34,25 to 34,225087,188924,0.6260461016473768
MANHATTAN,Manhattan,18to24,18 to 24,83749,65169,0.5816413418607368
MANHATTAN,Manhattan,%all%,%all%,941706,815615,0.6805447166567142
BROOKLYN,Brooklyn,85andUp,85+,23169,19877,0.4544723420949392
BROOKLYN,Brooklyn,75to84,75 to 84,64357,56445,0.60337892950563
BROOKLYN,Brooklyn,65to74,65 to 74,140693,123946,0.6691923155586632
BROOKLYN,Brooklyn,55to64,55 to 64,173484,145311,0.607149981626332
BROOKLYN,Brooklyn,45to54,45 to 54,165723,134912,0.5610767657753432
BROOKLYN,Brooklyn,35to44,35 to 44,188930,154045,0.527758068751292
BROOKLYN,Brooklyn,25to34,25 to 34,226176,184714,0.481183556328065
BROOKLYN,Brooklyn,18to24,18 to 24,74302,52674,0.3575171645381907
BROOKLYN,Brooklyn,%all%,%all%,1056834,871924,0.5324530516723012
THE BRONX,Bronx,85andUp,85+,13253,11630,0.498154784573035
THE BRONX,Bronx,75to84,75 to 84,37609,33633,0.6496559564202128
THE BRONX,Bronx,65to74,65 to 74,79935,70966,0.7586801606571352
THE BRONX,Bronx,55to64,55 to 64,115938,98062,0.7093961178519744
THE BRONX,Bronx,45to54,45 to 54,100033,80523,0.5751138136140004
THE BRONX,Bronx,35to44,35 to 44,81965,63172,0.4574194286820688
THE BRONX,Bronx,25to34,25 to 34,68015,50866,0.2997530515984589
THE BRONX,Bronx,18to24,18 to 24,36982,24574,0.2670998724873772
THE BRONX,Bronx,%all%,%all%,533730,433426,0.4979872441217374
%all%,%all%,85andUp,85+,96291,85213,0.5381249371290616
%all%,%all%,75to84,75 to 84,259087,233624,0.677042613627621
%all%,%all%,65to74,65 to 74,536184,481981,0.7459484275767082
%all%,%all%,55to64,55 to 64,694470,593983,0.6952177645698993
%all%,%all%,45to54,45 to 54,638958,526656,0.6215018767866922
%all%,%all%,35to44,35 to 44,645245,522941,0.5675447222549622
%all%,%all%,25to34,25 to 34,733852,592300,0.494609755752346
%all%,%all%,18to24,18 to 24,293081,211906,0.4159119262518814
%all%,%all%,%all%,%all%,3897168,3248604,0.5875693218376724
