COLLECT(Geometry)-alias,NEIGHBORHOOD_NAME-alias,Zcta Num-alias,SUM(Indicator)-alias,SUM(Perc at least 1 dose mod)-alias,SUM(At least 1 dose)-alias,SUM(N_FULLY_VACCINATED_CUMULATIVE)-alias,SUM(PERC_FULLY)-alias,SUM(POPULATION_ESTIMATE)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias
15762847265830703697,Woodside,11377,61.3431204621561,75.13894101455352,51513,42055,61.3431204621561,"68,557",40.748095865715825,40.7481,-73.90488148995414,-73.9049
5491391460327512426,Woodhaven,11421,51.7476732790111,63.402935622404144,19491,15908,51.7476732790111,"30,741",40.6949328592646,40.6949,-73.85742352310456,-73.8574
606877357397903347,Williamsburg (South),11206,43.814933346964,52.54766286285536,32650,27224,43.814933346964,"62,134",40.701708728968114,40.7017,-73.94260909800067,-73.9426
14845648054386008612,Whitestone,11357,61.8806353399415,71.19275436142163,22408,19477,61.8806353399415,"31,475",40.79555736767808,40.7956,-73.81266253171098,-73.8127
7420745213283380475,Washington Heights (South),10032,49.9777772153914,58.108124221980276,30568,26291,49.9777772153914,"52,605",40.841967848266336,40.8420,-73.94449732823475,-73.9445
17247437443817389083,Washington Heights (North)/Washington Heights (South),10033,48.4304688351101,55.91760451196473,27021,23403,48.4304688351101,"48,323",40.85195450171841,40.8520,-73.93181845342768,-73.9318
17687815689908805664,Washington Heights (North),10040,49.3103476055835,57.28299398983543,20707,17825,49.3103476055835,"36,149",40.85993401153404,40.8599,-73.93066113529713,-73.9307
11478921791500012445,Wakefield/Woodlawn,10470,47.9312940931431,55.93251663962755,6620,5673,47.9312940931431,"11,836",40.89977591328477,40.8998,-73.8624646955597,-73.8625
6845210453292960452,Upper West Side,10024,71.3017065554739,78.47257896829893,38367,34861,71.3017065554739,"48,892",40.80030305465449,40.8003,-73.97207950814655,-73.9721
1764209357050534738,Upper East Side/Yorkville,10128,70.1245587389929,77.41085943296056,38162,34570,70.1245587389929,"49,298",40.78023625048825,40.7802,-73.94761260337108,-73.9476
10527034932136864564,Upper East Side/Yorkville,10028,66.8065736452865,73.76164187990406,29568,26780,66.8065736452865,"40,086",40.77543040588621,40.7754,-73.95233275230645,-73.9523
9083514175754710929,TriBeCa,10007,82.1580922955747,94.6100940542838,5273,4579,82.1580922955747,"5,573",40.713194568962514,40.7132,-74.00729622101159,-74.0073
